Country_df1,Procedure,Predicted_Mean,Predicted_SD
Lithuania,Full_fixed,59465545.93726631,787223592580.2455
Lithuania,GTR,1918455.727632015,25397120068.583557
Lithuania,Implant_surgery,14628245.746677523,193653316190.76974
Lithuania,Maintenance_perio,782714.5427555639,10361821195.804281
Lithuania,Maintenance_simp,691614.7805568494,9155813902.826002
Lithuania,OFD,1965034.4929769132,26013744408.187645
Lithuania,OHI,262524.36800736253,3475380119.1136427
Lithuania,OPG,462002.42676424986,6116133375.145201
Lithuania,PA,116766.3234048832,1545789299.5744464
Lithuania,Prophy,553355.2863374373,7325491250.73842
Lithuania,RootDeb,1032235.2648811023,13665054962.498486
Lithuania,Single_implant,15948797.855551703,211135200178.41623
Luxembourg,Consult_perio,2616801.1197790927,34642035923.68814
Luxembourg,Consult_simple,1741972.7859624038,23060783402.022923
Luxembourg,Denture,9638769.755612072,127601064372.1599
Luxembourg,Denture_repair,2069639.134332933,27398533537.269665
Luxembourg,Extraction,1419529.4253156683,18792176820.326756
Luxembourg,Full_fixed,164620332.35221934,2179295714913.3616
Luxembourg,GTR,8666990.552969191,114736345768.44363
Luxembourg,Implant_surgery,41357212.001127586,547499774827.2114
Luxembourg,Maintenance_perio,2610520.8657141305,34558895945.91762
Luxembourg,Maintenance_simp,2000189.8306441228,26479141820.765816
Luxembourg,OFD,6021409.693290102,79713314599.85349
Luxembourg,OHI,759126.1568172431,10049550726.764544
Luxembourg,OPG,1647810.5905133141,21814234654.87317
Luxembourg,PA,648912.0650061509,8590501928.994678
Luxembourg,Prophy,1685618.6690765857,22314749885.432625
Luxembourg,RootDeb,3140534.2481768737,41575379734.66646
Luxembourg,Single_implant,67797426.854391,897523651633.7554
Madagascar,Consult_perio,33165.22436919503,439051667.0643359
Madagascar,Consult_simple,19911.18088970701,263590472.5241451
Madagascar,Denture,298373.5086771145,3949962313.9652467
Madagascar,Denture_repair,35792.349248090046,473830372.1569028
Madagascar,Extraction,24545.507429269997,324941144.2477934
Madagascar,Full_fixed,3995967.7246978185,52899877037.87216
Madagascar,GTR,87883.91656529695,1163434917.448537
Madagascar,Implant_surgery,732297.6525890562,9694386553.137878
Madagascar,Maintenance_perio,40908.57527114515,541560580.7481254
Madagascar,Maintenance_simp,32887.63130675472,435376802.83084935
Madagascar,OFD,93839.84256147768,1242281338.2785385
Madagascar,OHI,15721.794203152027,208130054.45992848
Madagascar,OPG,33087.591743027544,438023941.95209223
Madagascar,PA,6760.353740115735,89495688.20946507
Madagascar,Prophy,25545.534859642867,338179821.7712022
Madagascar,RootDeb,41324.85220875993,547071385.7222043
Madagascar,Single_implant,824822.206620207,10919255688.336405
Malawi,Consult_perio,37782.266993172605,500173528.8795482
Malawi,Consult_simple,18741.4879887514,248105710.15977865
Malawi,Denture,195806.7132623402,2592150830.1348925
Malawi,Denture_repair,51942.25168235167,687627857.9738529
Malawi,Extraction,20442.894001457324,270629457.8635832
Malawi,Full_fixed,2991655.7447732384,39604479300.4718
Malawi,GTR,140037.6086454326,1853861889.88332
Malawi,Implant_surgery,492877.59695938346,6524868585.079724
Malawi,Maintenance_perio,58166.566799173874,770027298.3621666
Malawi,Maintenance_simp,34635.92214565919,458521226.6040616
Malawi,OFD,103202.39653477161,1366225771.2844741
Malawi,OHI,18470.380489418687,244516703.84971642
Malawi,OPG,28097.504837077402,371963602.6501724
Malawi,PA,7961.787959960801,105400652.13249126
Malawi,Prophy,28162.63536600052,372825821.0685419
Malawi,RootDeb,53930.22167768131,713945229.7729131
Malawi,Single_implant,751996.0059282032,9955159547.636536
Malaysia,Consult_perio,765867.8300169421,10138799116.10697
Malaysia,Consult_simple,342296.94661465596,4531434594.53835
Malaysia,Denture,2318894.732934689,30698257515.40346
Malaysia,Denture_repair,541719.1814246521,7171448835.610386
Malaysia,Extraction,323867.5022986087,4287459816.62171
Malaysia,Full_fixed,45174981.13087454,598040602840.9989
Malaysia,GTR,1704077.4164446169,22559112586.36406
Malaysia,Implant_surgery,12467191.567312216,165044601547.2476
Malaysia,Maintenance_perio,609972.5743924228,8075008710.004937
Malaysia,Maintenance_simp,555948.7288689886,7359824058.327405
Malaysia,OFD,1474345.624298292,19517850896.206238
Malaysia,OHI,256592.07123619126,3396846509.393145
Malaysia,OPG,425799.3066082491,5636865088.566489
Malaysia,PA,119833.64729651425,1586395497.592445
Malaysia,Prophy,518079.8482663682,6858503911.255404
Malaysia,RootDeb,768222.1965030694,10169966959.843153
Malaysia,Single_implant,13409995.735074192,177525739529.70547
Maldives,Consult_perio,306755.81597582827,4060929933.311859
Maldives,Consult_simple,308150.79358684993,4079397085.4956803
Maldives,Denture,1765469.4019557526,23371838991.679432
Maldives,Denture_repair,308732.34367395734,4087095828.383218
Maldives,Extraction,180124.22611565483,2384541134.846275
Maldives,Full_fixed,44330840.09155331,586865598371.6893
Maldives,GTR,1053905.9234159146,13951937953.253366
Maldives,Implant_surgery,7046790.762440577,93287631564.36897
Maldives,Maintenance_perio,392729.5055267151,5199076664.984483
Maldives,Maintenance_simp,270280.3566734903,3578056335.4928226
Maldives,OFD,1064247.697401825,14088845608.64478
Maldives,OHI,175383.27616265175,2321778948.8540106
Maldives,OPG,239022.57726952317,3164256024.5626745
Maldives,PA,93533.24009046133,1238222438.3740103
Maldives,Prophy,273465.84645754384,3620226850.745063
Maldives,RootDeb,409417.28811723005,5419994777.414868
Maldives,Single_implant,7548248.489556909,99926086609.98647
Mali,Consult_perio,57328.793187885574,758936587.9070224
Mali,Consult_simple,31602.16344996716,418359375.20251644
Mali,Denture,419034.8835098004,5547315528.912042
Mali,Denture_repair,62471.36089254447,827015515.9609171
Mali,Extraction,31966.454592663635,423181975.8795744
Mali,Full_fixed,5239602.091581725,69363499774.76642
Mali,GTR,148455.09706305063,1965295247.9426322
Mali,Implant_surgery,797687.5409167687,10560038452.845797
Mali,Maintenance_perio,103672.41731703012,1372448054.170555
Mali,Maintenance_simp,42727.47070581464,565639690.3575604
Mali,OFD,151063.0573878784,1999820246.6432836
Mali,OHI,22701.954444993033,300535610.24453044
Mali,OPG,43865.873306729125,580710221.8925778
Mali,PA,13618.575013162703,180286977.58859515
Mali,Prophy,51189.49447893138,677662621.4545021
Mali,RootDeb,95286.63274844972,1261434401.632224
Mali,Single_implant,1666452.663908366,22061024283.38645
Malta,Consult_perio,1075559.094600361,14238589440.966232
Malta,Consult_simple,775053.7517068418,10260405235.413641
Malta,Denture,5229526.335497104,69230113747.98604
Malta,Denture_repair,1178042.8348159594,15595301413.958046
Malta,Extraction,600673.5843690799,7951905756.55242
Malta,Full_fixed,105521281.96590343,1396923905659.6868
Malta,GTR,2459448.3278053124,32558950193.15754
Malta,Implant_surgery,13609953.996526387,180172849859.9892
Malta,Maintenance_perio,1297725.6964459273,17179700763.491013
Malta,Maintenance_simp,952617.5856191783,12611051093.30682
Malta,OFD,2698789.9164507203,35727429390.60864
Malta,OHI,416984.9265706146,5520177554.462045
Malta,OPG,714327.7269860165,9456495028.412815
Malta,PA,182912.06745045993,2421447454.9100685
Malta,Prophy,740693.0393379445,9805527322.357971
Malta,RootDeb,1033231.4109638048,13678242257.521172
Malta,Single_implant,24566809.890081592,325223152921.33
Marshall Islands,Consult_perio,177000.3335686555,2343186063.183806
Marshall Islands,Consult_simple,97548.52622592826,1291378058.6071885
Marshall Islands,Denture,566218.3745244707,7495776856.20407
Marshall Islands,Denture_repair,112511.54040407922,1489463144.5421557
Marshall Islands,Extraction,79885.56053406492,1057550165.691866
Marshall Islands,Full_fixed,15534032.462472672,205644405506.11826
Marshall Islands,GTR,396366.4429822309,5247223586.442856
Marshall Islands,Implant_surgery,1633545.164684998,21625384462.82917
Marshall Islands,Maintenance_perio,246186.4566127526,3259093711.571182
Marshall Islands,Maintenance_simp,127258.20549346224,1684684133.2216969
Marshall Islands,OFD,322966.24855779693,4275528736.25432
Marshall Islands,OHI,54741.7537786924,724688546.8648998
Marshall Islands,OPG,107582.5078121122,1424211061.4437025
Marshall Islands,PA,35984.42738621903,476373162.93719
Marshall Islands,Prophy,102156.83791048962,1352384337.5014756
Marshall Islands,RootDeb,151612.8304707201,2007098315.5579312
Marshall Islands,Single_implant,4181312.6132761664,55353530943.731514
Mauritania,Consult_perio,129309.94443249608,1711845698.3459275
Mauritania,Consult_simple,47520.2614510043,629088161.0550953
Mauritania,Denture,451341.28703989123,5974997855.702336
Mauritania,Denture_repair,103489.11753331809,1370021474.0058799
Mauritania,Extraction,70386.43594901294,931797767.9908366
Mauritania,Full_fixed,14923455.495574042,197561395658.10025
Mauritania,GTR,344868.5576227361,4565478389.55598
Mauritania,Implant_surgery,2020776.6169429494,26751676170.10049
Mauritania,Maintenance_perio,103628.97579765468,1371872961.6794183
Mauritania,Maintenance_simp,118994.74801226691,1575289885.1247666
Mauritania,OFD,387112.44730851863,5124716282.336589
Mauritania,OHI,48981.63845174994,648434329.2354863
Mauritania,OPG,81809.51805394712,1083020120.2159743
Mauritania,PA,25135.15746524529,332747116.8049988
Mauritania,Prophy,94090.70229051136,1245602298.2396548
Mauritania,RootDeb,162565.9758692588,2152099497.9196954
Mauritania,Single_implant,3136843.817275503,41526524650.15397
Mauritius,Consult_perio,633364.2750893327,8384675397.982708
Mauritius,Consult_simple,234776.56782045693,3108046016.566618
Mauritius,Denture,1883265.7694122856,24931264338.24672
Mauritius,Denture_repair,396336.87884986255,5246832207.163851
Mauritius,Extraction,354249.96550460596,4689672416.531153
Mauritius,Full_fixed,36178148.11121768,478937698798.8731
Mauritius,GTR,989866.1603661125,13104159436.442352
Mauritius,Implant_surgery,7203319.862531492,95359813002.79248
Mauritius,Maintenance_perio,377540.1660546984,4997995413.65457
Mauritius,Maintenance_simp,375517.00398132915,4971212158.06233
Mauritius,OFD,1055753.5381121042,13976397257.475899
Mauritius,OHI,158351.44433222758,2096306204.4195468
Mauritius,OPG,284599.04882835236,3767611683.9141183
Mauritius,PA,98285.82972615914,1301138714.1452045
Mauritius,Prophy,323999.2328953768,4289203707.6767073
Mauritius,RootDeb,480085.1219242387,6355517778.718949
Mauritius,Single_implant,7951842.045985543,105268984996.3759
Mexico,Consult_perio,351323.8375787988,4650935415.099544
Mexico,Consult_simple,246577.19570269983,3264266438.488955
Mexico,Denture,1387076.8006807049,18362558772.579483
Mexico,Denture_repair,297830.18462470075,3942769619.342925
Mexico,Extraction,244007.41573403907,3230246883.346822
Mexico,Full_fixed,30858317.335665934,408512106482.49457
Mexico,GTR,1019119.6600176522,13491426461.881332
Mexico,Implant_surgery,5903179.279174305,78148143207.15027
Mexico,Maintenance_perio,531446.3788668129,7035454245.667815
Mexico,Maintenance_simp,368524.4454373829,4878642469.656538
Mexico,OFD,1187323.0253462323,15718155493.8109
Mexico,OHI,182975.44399952947,2422286453.5916996
Mexico,OPG,341620.57306386746,4522480548.826911
Mexico,PA,89882.09161496995,1189887386.965377
Mexico,Prophy,298136.8524338153,3946829384.2137394
Mexico,RootDeb,503892.3033311836,6670684730.95977
Mexico,Single_implant,9224185.182272872,122112663448.426
Micronesia,Consult_perio,81255.41240862584,1075684695.4771013
Micronesia,Consult_simple,42554.92703280369,563355502.9679757
Micronesia,Denture,394401.642790379,5221212943.786622
Micronesia,Denture_repair,90191.18241450547,1193979228.1451511
Micronesia,Extraction,56030.19795771963,741745375.9827718
Micronesia,Full_fixed,6432512.371660671,85155621103.31444
Micronesia,GTR,201933.23820831737,2673255693.4971604
Micronesia,Implant_surgery,1435285.076491929,19000755084.04104
Micronesia,Maintenance_perio,134828.30020479675,1784899426.9838417
Micronesia,Maintenance_simp,84148.37389949498,1113982629.2157555
Micronesia,OFD,232481.10231322626,3077657922.507034
Micronesia,OHI,32136.390254642603,425431637.5991812
Micronesia,OPG,51952.20009518132,687759558.1905882
Micronesia,PA,21550.146598789685,285287615.8578838
Micronesia,Prophy,64290.11984112908,851092818.7246503
Micronesia,RootDeb,100073.93694253352,1324810239.6412945
Micronesia,Single_implant,1902585.787129622,25187028806.838345
Mongolia,Consult_perio,245635.4471011908,3251799274.4244146
Mongolia,Consult_simple,133671.47254126403,1769584978.6772008
Mongolia,Denture,1518331.9321423913,20100155468.36812
Mongolia,Denture_repair,319534.2390710568,4230094715.6742134
Mongolia,Extraction,177575.25880444812,2350797104.206841
Mongolia,Full_fixed,30989619.345124587,410250323763.9451
Mongolia,GTR,611492.3565950785,8095128064.610312
Mongolia,Implant_surgery,6127351.621773609,81115807156.3609
Mongolia,Maintenance_perio,312640.8949392929,4138838458.84906
Mongolia,Maintenance_simp,234834.79442158894,3108816838.6183524
Mongolia,OFD,1036833.9186604655,13725933387.007397
Mongolia,OHI,121082.52414298465,1602928521.922296
Mongolia,OPG,181460.76192397682,2402234616.0723505
Mongolia,PA,58224.92993269548,770799927.8725992
Mongolia,Prophy,206385.93416630523,2732201882.4788046
Mongolia,RootDeb,376155.2272540686,4979661158.398832
Mongolia,Single_implant,9192505.365228657,121693276070.52919
Montenegro,Consult_perio,509392.7632503944,6743501548.668177
Montenegro,Consult_simple,303929.3272857439,4023511987.4084783
Montenegro,Denture,1763721.0484957176,23348693738.908005
Montenegro,Denture_repair,333211.9439838977,4411164473.464686
Montenegro,Extraction,253696.53737724805,3358514521.837196
Montenegro,Full_fixed,41973164.435646854,555653946805.5928
Montenegro,GTR,882087.6002228082,11677352972.601141
Montenegro,Implant_surgery,7321466.131144943,96923870450.881
Montenegro,Maintenance_perio,620476.3218565478,8214060621.224039
Montenegro,Maintenance_simp,552537.3617107949,7314663307.382368
Montenegro,OFD,1106046.1664484118,14642186882.967243
Montenegro,OHI,205248.74344808262,2717147394.227868
Montenegro,OPG,301105.08995436993,3986123845.6995144
Montenegro,PA,99755.48917899215,1320594528.030261
Montenegro,Prophy,256926.74987108095,3401277090.3819356
Montenegro,RootDeb,545808.898534721,7225589796.485811
Montenegro,Single_implant,8342537.055323738,110441128361.18842
Morocco,Consult_perio,198183.00428329114,2623608917.755961
Morocco,Consult_simple,128998.23432686382,1707719181.9685574
Morocco,Denture,790696.6358421085,10467490653.586246
Morocco,Denture_repair,202356.16563095045,2678854539.682768
Morocco,Extraction,106615.35355921187,1411407569.378723
Morocco,Full_fixed,17885928.946997173,236779550584.5381
Morocco,GTR,492242.5240522014,6516461290.272919
Morocco,Implant_surgery,2797084.587255988,37028685145.73865
Morocco,Maintenance_perio,224794.00313647604,2975893686.846505
Morocco,Maintenance_simp,204312.68406957254,2704755545.886031
Morocco,OFD,488548.8821306766,6467563697.266116
Morocco,OHI,88383.18930433787,1170044446.9350705
Morocco,OPG,100045.85884873454,1324438533.0080695
Morocco,PA,35047.78899724689,463973649.4728204
Morocco,Prophy,119599.6708212871,1583298043.4531708
Morocco,RootDeb,239888.96791816055,3175725576.355199
Morocco,Single_implant,5090185.861935752,67385480751.51915
Mozambique,Consult_perio,31169.429058627917,412630701.2819493
Mozambique,Consult_simple,19497.629505486184,258115749.2827861
Mozambique,Denture,178405.3909222131,2361786654.168303
Mozambique,Denture_repair,31837.569095845847,421475749.15219474
Mozambique,Extraction,16107.015379655326,213229733.5047461
Mozambique,Full_fixed,3079194.7274056077,40763347874.071945
Mozambique,GTR,86749.57891097694,1148418198.954522
Mozambique,Implant_surgery,637557.0267598676,8440180362.762772
Mozambique,Maintenance_perio,43175.123800277375,571565862.7603899
Mozambique,Maintenance_simp,29542.89035374104,391098070.5366991
Mozambique,OFD,75153.592102331,994906879.901877
Mozambique,OHI,13882.660528890721,183783024.67204645
Mozambique,OPG,23365.00087897361,309313227.39373416
Mozambique,PA,6754.712908177771,89421013.10284065
Mozambique,Prophy,19770.09996328791,261722798.8655637
Mozambique,RootDeb,40975.767745340476,542450095.8462665
Mozambique,Single_implant,1052657.180927255,13935406707.594456
Myanmar,Consult_perio,117335.14127894891,1553319489.4228382
Myanmar,Consult_simple,59992.90580866444,794204948.3552797
Myanmar,Denture,536241.0646446928,7098927803.403886
Myanmar,Denture_repair,138642.56270330082,1835393833.1107807
Myanmar,Extraction,72408.37109212532,958564781.0945989
Myanmar,Full_fixed,11369117.051289136,150507945878.83008
Myanmar,GTR,297300.18203637813,3935753278.4503975
Myanmar,Implant_surgery,1778020.6373722486,23537996192.124844
Myanmar,Maintenance_perio,119706.43970959488,1584711483.563821
Myanmar,Maintenance_simp,116800.12202991669,1546236736.3986406
Myanmar,OFD,239642.72123335625,3172465685.3238926
Myanmar,OHI,39822.34633339514,527180740.5690361
Myanmar,OPG,74032.19319329792,980061448.5858022
Myanmar,PA,21860.35132975602,289394203.6121496
Myanmar,Prophy,88199.52007058803,1167612975.8746426
Myanmar,RootDeb,157273.37031202787,2082034321.6028254
Myanmar,Single_implant,2116646.91637132,28020837334.741352
Namibia,Consult_perio,203376.22445900098,2692358399.1463346
Namibia,Consult_simple,122653.43304929495,1623724707.9044533
Namibia,Denture,993310.2663917091,13149753594.80689
Namibia,Denture_repair,210684.4577122831,2789107088.599763
Namibia,Extraction,147410.5486590478,1951467187.7732942
Namibia,Full_fixed,28751738.74859848,380624556856.47504
Namibia,GTR,450349.6657729458,5961870461.613207
Namibia,Implant_surgery,3580486.0046489905,47399599403.94089
Namibia,Maintenance_perio,207804.4002629437,2750979982.6198015
Namibia,Maintenance_simp,217905.76003070505,2884704959.007165
Namibia,OFD,473480.15871275665,6268079199.180999
Namibia,OHI,83992.31184615439,1111916630.6890483
Namibia,OPG,103392.14729983604,1368737751.5684264
Namibia,PA,62138.47442957939,822608660.307508
Namibia,Prophy,108588.94287524467,1437534565.2240882
Namibia,RootDeb,290203.8580190657,3841809910.0852003
Namibia,Single_implant,4546474.286745067,60187655980.84233
Nauru,Consult_perio,234097.22387116568,3099052647.7859306
Nauru,Consult_simple,128480.03159637611,1700859051.3038225
Nauru,Denture,896193.4847062444,11864091106.163177
Nauru,Denture_repair,363944.25795585976,4818008507.804082
Nauru,Extraction,205901.6670607799,2725791002.2863946
Nauru,Full_fixed,16270892.915848205,215399195850.5733
Nauru,GTR,915613.4157239754,12121178258.437315
Nauru,Implant_surgery,3083542.5488163033,40820905700.82487
Nauru,Maintenance_perio,251892.1340738613,3334627263.617884
Nauru,Maintenance_simp,205233.92375234072,2716951206.4364505
Nauru,OFD,588470.6520592743,7790359502.13691
Nauru,OHI,81340.60004290493,1076812436.161957
Nauru,OPG,224981.71109260418,2978378623.7835174
Nauru,PA,48065.46358405552,636305718.2993486
Nauru,Prophy,179168.65085598442,2371890929.13401
Nauru,RootDeb,256975.59108887723,3401923665.778387
Nauru,Single_implant,6891852.998846366,91236516738.79153
Nepal,Consult_perio,121513.23456526591,1608630401.904155
Nepal,Consult_simple,54825.81561967718,725801383.9441853
Nepal,Denture,411693.58874742064,5450129160.806921
Nepal,Denture_repair,88831.26660429676,1175976235.1036248
Nepal,Extraction,72241.53093963662,956356098.7028263
Nepal,Full_fixed,7819690.816360338,103519525471.37296
Nepal,GTR,326963.84061088815,4328450116.662139
Nepal,Implant_surgery,1522986.3903636874,20161772649.623775
Nepal,Maintenance_perio,110873.75414479019,1467781615.1355941
Nepal,Maintenance_simp,87016.00065768514,1151945173.79818
Nepal,OFD,280046.61071575107,3707345076.9316154
Nepal,OHI,44738.84312320786,592266870.777421
Nepal,OPG,52056.32575046416,689138006.3514445
Nepal,PA,22068.254991467078,292146497.6490265
Nepal,Prophy,81284.61464417836,1076071283.8522806
Nepal,RootDeb,156512.3700714358,2071959961.1658537
Nepal,Single_implant,1959302.0204801576,25937856135.034912
Netherlands,Consult_perio,1461357.6887204621,19345912521.73026
Netherlands,Consult_simple,667558.0593205099,8837343463.870451
Netherlands,Denture,5821441.738187159,77066075941.9736
Netherlands,Denture_repair,1478445.7628548502,19572129819.4667
Netherlands,Extraction,834060.1440130539,11041550407.871986
Netherlands,Full_fixed,119743280.18020085,1585199189296.034
Netherlands,GTR,3699398.533129186,48973800841.05097
Netherlands,Implant_surgery,27375809.49162945,362409572772.2438
Netherlands,Maintenance_perio,1211411.6151814396,16037047819.297478
Netherlands,Maintenance_simp,1037490.6443202809,13734627327.761003
Netherlands,OFD,3139843.862497584,41566240191.99262
Netherlands,OHI,619044.0018215997,8195099118.292138
Netherlands,OPG,849304.6874613343,11243362466.79534
Netherlands,PA,199200.0392634199,2637072746.5700674
Netherlands,Prophy,674124.1333857148,8924267216.663567
Netherlands,RootDeb,1881663.15100112,24910048371.870087
Netherlands,Single_implant,21604667.095085904,286009375328.6343
New Zealand,Consult_perio,1019590.4482571277,13497658904.607334
New Zealand,Consult_simple,537433.2677063672,7114710562.35285
New Zealand,Denture,4249026.951452593,56249954641.32401
New Zealand,Denture_repair,778236.9438329373,10302545333.547468
New Zealand,Extraction,850369.9435528287,11257464661.842014
New Zealand,Full_fixed,85816474.45702796,1136065468833.028
New Zealand,GTR,2019306.6169733887,26732215848.34794
New Zealand,Implant_surgery,15263247.645440415,202059670965.798
New Zealand,Maintenance_perio,1165859.0580131162,15434008746.166033
New Zealand,Maintenance_simp,698291.147210988,9244197743.586475
New Zealand,OFD,2827260.44432586,37428162628.66285
New Zealand,OHI,380930.52518319135,5042878053.697681
New Zealand,OPG,552876.1092232439,7319147753.4515095
New Zealand,PA,167068.446317763,2211704617.255472
New Zealand,Prophy,642256.8245912831,8502397764.031583
New Zealand,RootDeb,799900.6444771412,10589336213.558975
New Zealand,Single_implant,22350118.44810736,295877894703.508
Nicaragua,Consult_perio,194179.42455392831,2570608270.6071835
Nicaragua,Consult_simple,79825.90534497652,1056760431.543629
Nicaragua,Denture,582667.143705039,7713530833.969796
Nicaragua,Denture_repair,172316.37371195984,2281178330.003662
Nicaragua,Extraction,111398.12354289209,1474723382.0849535
Nicaragua,Full_fixed,18687302.48933331,247388385483.02103
Nicaragua,GTR,284449.3372117455,3765629754.4654155
Nicaragua,Implant_surgery,2104717.688407586,27862914464.509468
Nicaragua,Maintenance_perio,131180.80401998054,1736612725.7474153
Nicaragua,Maintenance_simp,142334.4982158285,1884268836.1387985
Nicaragua,OFD,405749.4825702197,5371439214.456625
Nicaragua,OHI,54936.60122651848,727267998.6376046
Nicaragua,OPG,112213.34693006768,1485515565.583695
Nicaragua,PA,40279.27399283029,533229692.5788149
Nicaragua,Prophy,102689.63643862876,1359437691.9243147
Nicaragua,RootDeb,176562.3025147804,2337387270.3793635
Nicaragua,Single_implant,2981567.5296239164,39470928336.675896
Niger,Consult_perio,34924.44183062779,462340740.9018149
Niger,Consult_simple,24176.641049167116,320057975.1395336
Niger,Denture,158390.39364541476,2096821827.6728523
Niger,Denture_repair,38252.17415274705,506394307.59281564
Niger,Extraction,26224.76666044363,347171705.8949134
Niger,Full_fixed,2712532.392458113,35909356608.512276
Niger,GTR,105311.11100059112,1394141596.3449156
Niger,Implant_surgery,851177.0356390438,11268149200.622229
Niger,Maintenance_perio,52855.97618912087,699724030.26169
Niger,Maintenance_simp,33248.6214104162,440155703.3153434
Niger,OFD,103701.52093554061,1372833337.0223274
Niger,OHI,13646.163476224894,180652202.336191
Niger,OPG,24483.80563519615,324124316.4993236
Niger,PA,9711.572475762523,128564849.67006862
Niger,Prophy,29587.394818266235,391687234.62990946
Niger,RootDeb,50136.54999541731,663723411.3449379
Niger,Single_implant,794448.5723810545,10517159969.065805
Nigeria,Consult_perio,121871.83116653303,1613377616.4514556
Nigeria,Consult_simple,56495.340314719484,747903076.7415433
Nigeria,Denture,602288.6654030911,7973286707.048424
Nigeria,Denture_repair,122288.82108386373,1618897860.0751688
Nigeria,Extraction,99545.14802206439,1317809965.6653776
Nigeria,Full_fixed,11404606.327190587,150977764070.74048
Nigeria,GTR,293072.9043329899,3879791247.192728
Nigeria,Implant_surgery,2387282.8128943276,31603600418.5408
Nigeria,Maintenance_perio,130437.02291216709,1726766317.6037161
Nigeria,Maintenance_simp,132998.56406563564,1760676804.7201214
Nigeria,OFD,259236.4268601963,3431853320.5066786
Nigeria,OHI,46538.03256991499,616085106.3228151
Nigeria,OPG,83321.12681851389,1103031272.2782698
Nigeria,PA,25634.32327837185,339355230.7726614
Nigeria,Prophy,66747.65285025672,883626413.3269929
Nigeria,RootDeb,158876.61519120724,2103258581.3599784
Nigeria,Single_implant,2225247.7256078916,29458528990.587376
North Macedonia,Consult_perio,523739.76200002007,6933431628.690306
North Macedonia,Consult_simple,291069.15259523236,3853264951.7257614
North Macedonia,Denture,1979312.1969723713,26202757142.468422
North Macedonia,Denture_repair,494210.1216311284,6542508965.618726
North Macedonia,Extraction,283226.0689244741,3749435744.2933545
North Macedonia,Full_fixed,41004123.47367225,542825477892.7227
North Macedonia,GTR,1174888.3277057009,15553541057.082191
North Macedonia,Implant_surgery,5774905.820091466,76450018827.7253
North Macedonia,Maintenance_perio,469140.3585008113,6210627559.57893
North Macedonia,Maintenance_simp,310799.3448529328,4114459439.838114
North Macedonia,OFD,1204289.2737201084,15942760023.828701
North Macedonia,OHI,129355.8045980677,1712452809.6358113
North Macedonia,OPG,319020.92403987685,4223299289.9095654
North Macedonia,PA,102140.76006129109,1352171493.8790462
North Macedonia,Prophy,307382.61830920103,4069227739.6623797
North Macedonia,RootDeb,593299.2000768916,7854281338.848624
North Macedonia,Single_implant,9571797.601956077,126714465946.5854
Norway,Consult_perio,1642997.2755750169,21750514478.45464
Norway,Consult_simple,879374.8236170906,11641440383.020721
Norway,Denture,6090361.14938598,80626115653.40305
Norway,Denture_repair,1898500.5836685658,25132947599.067596
Norway,Extraction,1058897.1729856194,14018013684.263601
Norway,Full_fixed,178584078.69058183,2364152179023.8853
Norway,GTR,3447996.2423359063,45645658276.784
Norway,Implant_surgery,26735443.23229263,353932202905.42847
Norway,Maintenance_perio,2084406.6839194905,27594031001.488712
Norway,Maintenance_simp,1198275.0771560906,15863142198.901901
Norway,OFD,5233861.008912673,69287497517.44588
Norway,OHI,520259.7579066353,6887362240.418341
Norway,OPG,1002481.6375315918,13271167089.35787
Norway,PA,466230.1522428614,6172101334.192053
Norway,Prophy,1116096.8987440842,14775241636.96225
Norway,RootDeb,2475025.684124721,32765168133.50243
Norway,Single_implant,30976984.93971502,410083065532.98346
Oman,Consult_perio,779142.9937639043,10314539907.388016
Oman,Consult_simple,610189.3148767892,8077877988.678349
Oman,Denture,3423306.5211506113,45318807985.49436
Oman,Denture_repair,647536.4267827183,8572290797.703901
Oman,Extraction,626122.382307997,8288804944.553787
Oman,Full_fixed,87429191.63380732,1157415125843.82
Oman,GTR,1764686.589583974,23361475875.392265
Oman,Implant_surgery,11254528.996623164,148990993185.6505
Oman,Maintenance_perio,1250869.553562101,16559404412.82146
Oman,Maintenance_simp,640334.4504609742,8476948770.9164505
Oman,OFD,1910851.6122361429,25296454398.303696
Oman,OHI,318208.0561542246,4212538289.28054
Oman,OPG,473657.63286875736,6270428657.854504
Oman,PA,181753.94428480932,2406115856.339096
Oman,Prophy,605616.0938289675,8017336250.665419
Oman,RootDeb,954676.3537941661,12638305713.66654
Oman,Single_implant,14607678.38876691,193381039040.5464
Pakistan,Consult_perio,100533.7596798132,1330897517.601767
Pakistan,Consult_simple,56721.604355310876,750898431.2463852
Pakistan,Denture,581338.779454454,7695945530.39411
Pakistan,Denture_repair,94541.74298472691,1251573316.7530448
Pakistan,Extraction,74976.33128872889,992560245.5221179
Pakistan,Full_fixed,11052533.716018416,146316916155.4038
Pakistan,GTR,332731.46145458106,4404803694.681966
Pakistan,Implant_surgery,1565438.423923923,20723766016.45306
Pakistan,Maintenance_perio,121436.52014919516,1607614832.3458495
Pakistan,Maintenance_simp,99979.37187428499,1323558357.537366
Pakistan,OFD,273899.03891305893,3625961588.663201
Pakistan,OHI,33077.03246461605,437884154.90473336
Pakistan,OPG,73675.81454473003,975343595.9936395
Pakistan,PA,25325.25555699778,335263695.1088442
Pakistan,Prophy,92734.28685648438,1227645644.2785108
Pakistan,RootDeb,162763.64207239903,2154716265.2614417
