Country_df1,Procedure,Predicted_Mean,Predicted_SD
Trinidad and Tobago,RootDeb,599966.9357941953,7942550920.553785
Trinidad and Tobago,Single_implant,12886971.231153876,170601776712.34537
Tunisia,Consult_perio,230150.0945277389,3046799308.593697
Tunisia,Consult_simple,144314.31411142656,1910478261.4020324
Tunisia,Denture,940965.1324462595,12456792254.771385
Tunisia,Denture_repair,181192.60697468452,2398684696.54798
Tunisia,Extraction,136504.54939804386,1807090140.80256
Tunisia,Full_fixed,20442923.323840946,270629846042.51633
Tunisia,GTR,804827.9783668284,10654565808.702589
Tunisia,Implant_surgery,3490654.576914042,46210382721.34753
Tunisia,Maintenance_perio,273011.2544449274,3614208818.7621775
Tunisia,Maintenance_simp,212385.58447894373,2811627139.5566278
Tunisia,OFD,567267.6577638088,7509667597.61217
Tunisia,OHI,141784.7824663993,1876991526.2218914
Tunisia,OPG,149572.4775365219,1980087481.9453778
Tunisia,PA,62832.61090271779,831797857.1695272
Tunisia,Prophy,208512.8371106478,2760358492.336237
Tunisia,RootDeb,330685.70577590435,4377721337.839429
Tunisia,Single_implant,6009095.84656628,79550300025.55469
Turkey,Consult_perio,462448.93956394086,6122044451.967342
Turkey,Consult_simple,336522.86991370475,4454995551.850471
Turkey,Denture,2367301.124092217,31339076540.105167
Turkey,Denture_repair,563736.0518407597,7462915088.095931
Turkey,Extraction,426603.7159527391,5647514112.368317
Turkey,Full_fixed,55048939.83149019,728755172408.5236
Turkey,GTR,1336319.8044223029,17690621698.542118
Turkey,Implant_surgery,9664627.002810542,127943370739.87221
Turkey,Maintenance_perio,997741.7312508264,13208418719.826809
Turkey,Maintenance_simp,564743.6694610292,7476254246.939482
Turkey,OFD,1337721.6822516858,17709180197.985973
Turkey,OHI,210529.29275929186,2787052966.1695213
Turkey,OPG,382578.76978208893,5064698033.8919935
Turkey,PA,123744.46582659439,1638168142.8217843
Turkey,Prophy,400681.5476461119,5304348298.615578
Turkey,RootDeb,1021971.6783111532,13529182376.701033
Turkey,Single_implant,12893259.835962126,170685027239.88095
Turkmenistan,Consult_perio,344289.59602040285,4557813913.84368
Turkmenistan,Consult_simple,207058.1379150911,2741100727.040383
Turkmenistan,Denture,1461998.4326535487,19354394891.360912
Turkmenistan,Denture_repair,317691.47517805855,4205699627.909382
Turkmenistan,Extraction,242926.21731680725,3215933638.7799053
Turkmenistan,Full_fixed,28474182.03046517,376950173760.3508
Turkmenistan,GTR,741103.2084666634,9810957270.237642
Turkmenistan,Implant_surgery,3758812.5550788622,49760342342.8848
Turkmenistan,Maintenance_perio,487063.8896207671,6447904899.550898
Turkmenistan,Maintenance_simp,292572.0410030172,3873160660.9633718
Turkmenistan,OFD,765335.7162441404,10131754826.690567
Turkmenistan,OHI,139798.97712988374,1850702810.8567622
Turkmenistan,OPG,239999.83773894142,3177193305.8992267
Turkmenistan,PA,84064.904068782,1112877629.3545709
Turkmenistan,Prophy,285230.2202351004,3775967329.43158
Turkmenistan,RootDeb,398782.9601643241,5279214200.631887
Turkmenistan,Single_implant,6887002.832272825,91172308708.83981
Tuvalu,Consult_perio,113416.5138526379,1501443467.5701435
Tuvalu,Consult_simple,66373.16340744025,878668804.3466874
Tuvalu,Denture,641427.1922867848,8491414830.755281
Tuvalu,Denture_repair,107733.37751492354,1426208322.0016725
Tuvalu,Extraction,62706.419623214264,830127297.3379928
Tuvalu,Full_fixed,9428658.708231356,124819548269.80478
Tuvalu,GTR,290378.4292951782,3844120939.5221043
Tuvalu,Implant_surgery,1426679.8927412303,18886836956.152588
Tuvalu,Maintenance_perio,149278.83093422046,1976200095.904113
Tuvalu,Maintenance_simp,102546.09823828471,1357537488.1009688
Tuvalu,OFD,262732.02759122325,3478129181.971201
Tuvalu,OHI,62547.01758606777,828017083.0556005
Tuvalu,OPG,104812.1105644606,1387535671.6899197
Tuvalu,PA,20253.4872492809,268122031.7303971
Tuvalu,Prophy,64605.90335791298,855273260.1994919
Tuvalu,RootDeb,203107.63671037395,2688802750.0883026
Tuvalu,Single_implant,2953330.818110815,39097121872.28312
Uganda,Consult_perio,54556.115087468155,722231003.507245
Uganda,Consult_simple,30851.672849922983,408424144.69125944
Uganda,Denture,277084.20714354026,3668127847.088159
Uganda,Denture_repair,47187.88527602583,624688060.7544831
Uganda,Extraction,43925.70943743146,581502351.4027867
Uganda,Full_fixed,4519421.128656968,59829517768.78888
Uganda,GTR,135706.4272409758,1796524348.7644641
Uganda,Implant_surgery,860825.3571408133,11395876714.013008
Uganda,Maintenance_perio,104841.20096017011,1387920779.4940956
Uganda,Maintenance_simp,57606.65100419306,762614957.0354389
Uganda,OFD,129842.19636966157,1718891816.825614
Uganda,OHI,23492.073529805843,310995455.0960137
Uganda,OPG,47787.43795282379,632625127.5842053
Uganda,PA,13729.80672600139,181759497.97345975
Uganda,Prophy,42496.53823384402,562582533.690405
Uganda,RootDeb,72904.78968584212,965136526.5080123
Uganda,Single_implant,1513146.393759124,20031507680.961185
Ukraine,Consult_perio,286113.7546598374,3787663835.921969
Ukraine,Consult_simple,221504.63876986186,2932348047.2130404
Ukraine,Denture,1317836.5000147615,17445933903.80112
Ukraine,Denture_repair,260434.8101902945,3447717895.7920613
Ukraine,Extraction,202620.47383824273,2682353534.827159
Ukraine,Full_fixed,41083217.09211296,543872544080.00287
Ukraine,GTR,1045066.8807742476,13834923927.843027
Ukraine,Implant_surgery,6120249.58151318,81021788114.57219
Ukraine,Maintenance_perio,279330.82021316816,3697869217.219966
Ukraine,Maintenance_simp,249740.06266532178,3306137465.718661
Ukraine,OFD,994490.4088052063,13165376691.103521
Ukraine,OHI,120396.15376400341,1593842135.0563235
Ukraine,OPG,282574.00879377034,3740803567.280929
Ukraine,PA,84234.12035532479,1115117767.7559881
Ukraine,Prophy,219133.53826819334,2900958673.3180876
Ukraine,RootDeb,305973.437860092,4050572565.842706
Ukraine,Single_implant,10346667.021120602,136972430929.85129
United Arab Emirates,Consult_perio,1376831.3769707622,18226926632.43304
United Arab Emirates,Consult_simple,680706.6780186434,9011409012.010416
United Arab Emirates,Denture,5124102.3812589375,67834478297.385155
United Arab Emirates,Denture_repair,1250523.8850693693,16554828344.63944
United Arab Emirates,Extraction,770103.0933363469,10194866863.460075
United Arab Emirates,Full_fixed,91706279.39182554,1214036558264.539
United Arab Emirates,GTR,2499614.3303297632,33090680362.426357
United Arab Emirates,Implant_surgery,17413773.064638775,230529002572.07736
United Arab Emirates,Maintenance_perio,1389341.9802228718,18392545931.5119
United Arab Emirates,Maintenance_simp,998266.8351440246,13215370210.253172
United Arab Emirates,OFD,2672404.262148039,35378127803.52408
United Arab Emirates,OHI,401710.7320712642,5317972965.602588
United Arab Emirates,OPG,610396.0006446919,8080614159.854094
United Arab Emirates,PA,290891.9178020203,3850918661.8121066
United Arab Emirates,Prophy,730431.6635191707,9669684003.179615
United Arab Emirates,RootDeb,1548722.458425005,20502474809.82077
United Arab Emirates,Single_implant,29239638.22779235,387083523553.4969
United Kingdom of Great Britain and Northern Ireland,Consult_perio,712378.4749345391,9430690216.927063
United Kingdom of Great Britain and Northern Ireland,Consult_simple,443482.0538172681,5870954855.425059
United Kingdom of Great Britain and Northern Ireland,Denture,4239477.087643412,56123530541.82197
United Kingdom of Great Britain and Northern Ireland,Denture_repair,873279.4597290638,11560748039.540373
United Kingdom of Great Britain and Northern Ireland,Extraction,558964.8029486821,7399751795.222468
United Kingdom of Great Britain and Northern Ireland,Full_fixed,77783709.79449525,1029725204797.4174
United Kingdom of Great Britain and Northern Ireland,GTR,2531528.784703602,33513173943.0607
United Kingdom of Great Britain and Northern Ireland,Implant_surgery,14946547.665508304,197867097063.67218
United Kingdom of Great Britain and Northern Ireland,Maintenance_perio,1265576.866371111,16754104443.641401
United Kingdom of Great Britain and Northern Ireland,Maintenance_simp,843690.0425560573,11169034032.3426
United Kingdom of Great Britain and Northern Ireland,OFD,2304870.1790458933,30512596061.822914
United Kingdom of Great Britain and Northern Ireland,OHI,471741.5084646307,6245062400.5794325
United Kingdom of Great Britain and Northern Ireland,OPG,548461.8552994062,7260710472.203795
United Kingdom of Great Britain and Northern Ireland,PA,267855.0979563151,3545949998.114109
United Kingdom of Great Britain and Northern Ireland,Prophy,715605.1914454902,9473406504.551306
United Kingdom of Great Britain and Northern Ireland,RootDeb,833390.417078278,11032684352.152964
United Kingdom of Great Britain and Northern Ireland,Single_implant,30570581.18506227,404702964859.00073
United Republic of Tanzania,Consult_perio,67107.9012891005,888395495.419457
United Republic of Tanzania,Consult_simple,51973.45284669362,688040908.7967927
United Republic of Tanzania,Denture,341036.86933764274,4514753295.387652
United Republic of Tanzania,Denture_repair,73483.11808975418,972792619.7405399
United Republic of Tanzania,Extraction,61226.227760191614,810532052.0955456
United Republic of Tanzania,Full_fixed,6081197.98576694,80504810812.59334
United Republic of Tanzania,GTR,191303.77100689505,2532539464.8704996
United Republic of Tanzania,Implant_surgery,1444391.8200676462,19121313018.57924
United Republic of Tanzania,Maintenance_perio,145340.5885553473,1924064405.142626
United Republic of Tanzania,Maintenance_simp,91766.9977742762,1214840367.3007648
United Republic of Tanzania,OFD,126510.38399263515,1674784237.0850177
United Republic of Tanzania,OHI,33747.01417020398,446753583.35986567
United Republic of Tanzania,OPG,55466.30686326568,734280408.3918183
United Republic of Tanzania,PA,15314.167421230268,202733762.96644923
United Republic of Tanzania,Prophy,48724.854446175304,645034941.8389784
United Republic of Tanzania,RootDeb,80213.37501606911,1061889876.8667272
United Republic of Tanzania,Single_implant,1683369.390041795,22284973222.415836
United States of America,Consult_perio,926631.4636128002,12267038640.370277
United States of America,Consult_simple,794505.5896563722,10517914781.682207
United States of America,Denture,5979981.345942768,79164873112.94885
United States of America,Denture_repair,1156605.1067903154,15311502030.514908
United States of America,Extraction,1058503.9926936706,14012808639.946238
United States of America,Full_fixed,144411065.61193225,1911759088183.5774
United States of America,GTR,3537030.7094214093,46824324543.74233
United States of America,Implant_surgery,26846726.13281244,355405400928.9087
United States of America,Maintenance_perio,1248035.4932319636,16521886231.1666
United States of America,Maintenance_simp,915324.876197288,12117358481.46865
United States of America,OFD,3039301.4513805946,40235228143.94558
United States of America,OHI,681870.3788697964,9026814449.735643
United States of America,OPG,735430.594220603,9735861419.426542
United States of America,PA,378168.25660008914,5006310273.760786
United States of America,Prophy,692050.4764099853,9161581781.508892
United States of America,RootDeb,1642747.22804493,21747204270.63853
United States of America,Single_implant,29879009.532091603,395547721892.71954
Uruguay,Consult_perio,476472.6466167377,6307694694.866688
Uruguay,Consult_simple,310628.57051942876,4112198675.5211873
Uruguay,Denture,1811177.231863226,23976933614.148174
Uruguay,Denture_repair,571433.8630078541,7564821132.4523945
Uruguay,Extraction,432724.79854028096,5728546928.078587
Uruguay,Full_fixed,44790933.731440194,592956462626.0457
Uruguay,GTR,1525715.425760753,20197900478.195686
Uruguay,Implant_surgery,8405671.860234078,111276926757.63809
Uruguay,Maintenance_perio,708780.4281249507,9383058142.066366
Uruguay,Maintenance_simp,721718.6199817614,9554337993.524487
Uruguay,OFD,1391752.9335384453,18424462889.486713
Uruguay,OHI,246364.3343611635,3261448513.1278987
Uruguay,OPG,450614.28095990676,5965373520.650963
Uruguay,PA,110801.09430997475,1466819721.3986726
Uruguay,Prophy,496579.1034315439,6573870291.48039
Uruguay,RootDeb,758378.7449082213,10039656252.932955
Uruguay,Single_implant,10581419.126478048,140080153104.64175
Uzbekistan,Consult_perio,164795.65255030888,2181616658.8148522
Uzbekistan,Consult_simple,129106.59532459888,1709153698.9243515
Uzbekistan,Denture,759225.0808422596,10050860314.108583
Uzbekistan,Denture_repair,161812.7473057933,2142128021.3878746
Uzbekistan,Extraction,125649.59005056067,1663388776.2535295
Uzbekistan,Full_fixed,18188947.720605046,240791008376.0886
Uzbekistan,GTR,683327.7309784599,9046107335.129261
Uzbekistan,Implant_surgery,3521973.5483612707,46624993111.78464
Uzbekistan,Maintenance_perio,165413.9976136989,2189802505.166447
Uzbekistan,Maintenance_simp,178872.70904319664,2367973158.3747325
Uzbekistan,OFD,485376.23163578287,6425563152.560336
Uzbekistan,OHI,73312.74075589824,970537111.029768
Uzbekistan,OPG,118678.57232822805,1571104252.01651
Uzbekistan,PA,47912.73514879268,634283851.2568159
Uzbekistan,Prophy,108431.89459616833,1435455510.7310302
Uzbekistan,RootDeb,231844.2367814062,3069226896.371684
Uzbekistan,Single_implant,5350125.374095771,70826641736.26894
Vanuatu,Consult_perio,65310.51668831215,864601152.9917641
Vanuatu,Consult_simple,32998.06782383186,436838796.1642197
Vanuatu,Denture,239174.44756026528,3166266531.218248
Vanuatu,Denture_repair,44592.60463428123,590330919.6848712
Vanuatu,Extraction,38259.53797673065,506491792.2098343
Vanuatu,Full_fixed,6810613.208343396,90161038851.01291
Vanuatu,GTR,239810.66929897136,3174689034.6179514
Vanuatu,Implant_surgery,1198062.5833044595,15860329138.487743
Vanuatu,Maintenance_perio,75985.59391946519,1005921181.5314063
Vanuatu,Maintenance_simp,45635.20329946234,604133168.5987061
Vanuatu,OFD,170383.63382590062,2255592111.7550006
Vanuatu,OHI,35106.61282583333,464752377.8093599
Vanuatu,OPG,44423.937947155486,588098057.0533264
Vanuatu,PA,20030.245981446602,265166693.64164767
Vanuatu,Prophy,57506.83168369622,761293517.488355
Vanuatu,RootDeb,74290.48337881092,983480775.2658645
Vanuatu,Single_implant,1247945.309211557,16520692346.751366
Viet Nam,Consult_perio,235824.96137073947,3121924979.991288
Viet Nam,Consult_simple,122240.38810530967,1618256689.0781531
Viet Nam,Denture,1457805.264347034,19298884411.02276
Viet Nam,Denture_repair,162043.67628024725,2145185131.7538047
Viet Nam,Extraction,227118.44772536837,3006665415.0999036
Viet Nam,Full_fixed,21781903.2513104,288355683286.2768
Viet Nam,GTR,642756.4694091547,8509012219.214656
Viet Nam,Implant_surgery,4215603.76963224,55807488052.42161
Viet Nam,Maintenance_perio,220344.42386501492,2916988757.5409617
Viet Nam,Maintenance_simp,239426.4416228825,3169602507.8439684
Viet Nam,OFD,609144.6489313437,8064048372.458437
Viet Nam,OHI,100645.76449528904,1332380272.5623991
Viet Nam,OPG,186135.66246567728,2464122419.192416
Viet Nam,PA,37962.10348448107,502554260.8905555
Viet Nam,Prophy,212442.39576653816,2812379225.2427893
Viet Nam,RootDeb,277567.2827290879,3674522953.564502
Viet Nam,Single_implant,4864272.329721924,64394766386.77621
Zambia,Consult_perio,115813.9381738005,1533181324.4635437
Zambia,Consult_simple,41741.64914473464,552589074.5980552
Zambia,Denture,485404.8984917592,6425942653.412368
Zambia,Denture_repair,94721.3144862246,1253950540.7456264
Zambia,Extraction,49565.78057591679,656167386.324531
Zambia,Full_fixed,6296848.070400328,83359654431.52565
Zambia,GTR,184345.21939525031,2440419970.926006
Zambia,Implant_surgery,1242964.0659030578,16454749081.772852
Zambia,Maintenance_perio,81164.37025600408,1074479450.8378148
Zambia,Maintenance_simp,56263.0311757029,744827695.323221
Zambia,OFD,194337.58391781754,2572702033.99031
Zambia,OHI,29290.41410463955,387755710.57470465
Zambia,OPG,36328.5112308933,480928253.0500271
Zambia,PA,18011.64501372527,238443819.3999485
Zambia,Prophy,32303.37482899659,427642231.89301157
Zambia,RootDeb,100750.23315803033,1333763261.563829
Zambia,Single_implant,1678036.9389165877,22214380557.942986
Zimbabwe,Consult_perio,85765.65002632966,1135392639.0406747
Zimbabwe,Consult_simple,45757.973967547376,605758445.3008715
Zimbabwe,Denture,353962.2965522745,4685864164.499513
Zimbabwe,Denture_repair,55347.38332108113,732706061.1518273
Zimbabwe,Extraction,55493.54716579271,734641024.0807909
Zimbabwe,Full_fixed,4971709.270619104,65817050387.63504
Zimbabwe,GTR,213551.55557735256,2827062631.5287766
Zimbabwe,Implant_surgery,742847.17989599,9834044512.308876
Zimbabwe,Maintenance_perio,89361.6412145693,1182997500.9396868
Zimbabwe,Maintenance_simp,63706.26375403197,843363548.2842625
Zimbabwe,OFD,190855.9425864512,2526610971.447211
Zimbabwe,OHI,27272.71701748366,361044802.1881033
Zimbabwe,OPG,38688.366092337485,512168753.6241558
Zimbabwe,PA,15902.966444571306,210528469.5508513
Zimbabwe,Prophy,64909.144548341326,859287662.4148377
Zimbabwe,RootDeb,99678.41330664374,1319574173.4001129
Zimbabwe,Single_implant,1923668.7493535664,25466131689.063225
