LocationHeader,Region,Superregion,iso3c,selected_model,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,WHO_selected_Mean_total_billions,WHO_selected_SD_total_billions,WHO_selected_Mean_perio_billions,WHO_selected_SD_perio_billions,WHO_selected_Mean_replace_billions,WHO_selected_SD_replace_billions,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Mean_total_billions_WHO_target,SD_total_billions_WHO_target,Mean_perio_billions_WHO_target,SD_perio_billions_WHO_target,Mean_replace_billions_WHO_target,SD_replace_billions_WHO_target,Dent_exp_usd,Dent_exppc_usd,Pop,Pop_sd,Edent_prev,Edent_prev_sd,Perio_prev,Perio_prev_sd,GDP_per_capita_PPP_2021,gdp_ppp_upper,gdp_ppp_lower,Country,Level,Year
Oman,North Africa and Middle East,North Africa and Middle East,OMN,low,0.00492742467072658,0.0087227275111895,0.00106596284467746,0.00342068380078635,3.536175876808586e-4,0.00117603457691173,0.4439755775717661,0.11868949849756769,0.13578092936047412,0.0677588331941688,0.04108897198075369,0.03652763337099422,0.4103550644497894,0.10944482656023986,0.06975488444594455,0.04042187010337883,0.04146584452322489,0.03630763077459099,0.08621673670532565,0.05230496793096874,0.0177757678706024,0.01571282879545941,0.02115935590536466,0.02382777687669777,0.00492742467072658,0.0087227275111895,0.00106596284467746,0.00342068380078635,3.536175876808586e-4,0.00117603457691173,0.4439755775717661,0.11868949849756769,0.13578092936047412,0.0677588331941688,0.04108897198075369,0.03652763337099422,0.1327,30.82,4703760.372627607,178576.73143588612,0.0293650333829981,0.00356213304587729,0.1356158808069097,0.02427932752157195,38673.3983293269,48145.8014787942,26908.5719678947,Oman,3,2021
Palestine,North Africa and Middle East,North Africa and Middle East,PSE,low,8.969086491040179e-4,0.00291233351934648,2.3250102470285971e-4,0.00114427758560481,5.875975627322536e-5,3.024988272954731e-4,0.1010235127682922,0.073016119554537,0.03245724753992225,0.03577502377827179,0.01088587243687422,0.01548326248937194,0.09136814455602078,0.07074740494449808,0.01534836947645429,0.01741403074321484,0.01075211663885515,0.01495179510949315,0.02005129355234772,0.02030851232113643,0.00343668975464495,0.00636051139951146,0.00551733389829872,0.0098041293585412,8.969086491040179e-4,0.00291233351934648,2.3250102470285971e-4,0.00114427758560481,5.875975627322536e-5,3.024988272954731e-4,0.1010235127682922,0.073016119554537,0.03245724753992225,0.03577502377827179,0.01088587243687422,0.01548326248937194,NA,NA,5135588.141859239,238880.52371903323,0.035556872167887,0.0040556179405066,0.0779785620005495,0.01392812568146499,4589.77326845481,5462.639641609,3967.07272288048,Palestine,3,2021
Qatar,North Africa and Middle East,North Africa and Middle East,QAT,low,0.00850629920888591,0.01383136272961782,0.00224642913743176,0.00639141712342339,6.345967532342012e-4,0.00174206180510564,0.7558655990731169,0.1790969785954752,0.25720906721009806,0.09269444315518464,0.07722452676029998,0.05810917637128548,0.6835045986566997,0.17549802234696976,0.14016742309931554,0.06284421334907858,0.08263571096115127,0.06372997844806874,0.15694115285576807,0.1000385664988494,0.03571584354185824,0.03103335722131009,0.03908481754768994,0.04236769626638131,0.00850629920888591,0.01383136272961782,0.00224642913743176,0.00639141712342339,6.345967532342012e-4,0.00174206180510564,0.7558655990731169,0.1790969785954752,0.25720906721009806,0.09269444315518464,0.07722452676029998,0.05810917637128548,0.2287,83.07,2977061.6581526045,112627.60255199252,0.017704098653861,0.00237383603690704,0.189818822359063,0.02841472803252499,128782.969511823,160058.587133896,102180.859788656,Qatar,3,2021
Saudi Arabia,North Africa and Middle East,North Africa and Middle East,SAU,mid,0.725174091062798,0.44266037183258294,0.11804534482254722,0.1106795882942022,0.13595427189094444,0.14710675526844402,4.062744877060837,1.0359567255571993,0.9182939845321604,0.4312532625500072,0.27466195857774994,0.24486148318555423,3.8750570804198583,0.990301248993073,0.4726007978078801,0.24973888693275748,0.2851821842355725,0.24317226793798585,0.725174091062798,0.44266037183258294,0.11804534482254722,0.1106795882942022,0.13595427189094444,0.14710675526844402,0.04781194720914198,0.08964216796980122,0.00813356044661541,0.03035032824168859,0.00259457627805419,0.0075678268041946,4.062744877060837,1.0359567255571993,0.9182939845321604,0.4312532625500072,0.27466195857774994,0.24486148318555423,1.2518,36.73,37704187.978117056,2656388.6536266916,0.0333878936971204,0.00440015373697934,0.0929707571030029,0.02024739871521255,54109.8023039741,67615.5185003435,44115.0214475423,Saudi Arabia,3,2021
Sudan,North Africa and Middle East,North Africa and Middle East,SDN,low,0.00626917250678584,0.02094159632439363,0.00145790840133193,0.00786272250402586,5.179759846379437e-4,0.00326435728092297,0.6186591028895184,0.5657284311084582,0.1838253369717562,0.22986662424074553,0.0660419191336043,0.09671151223670237,0.5820862526056617,0.5762421475120209,0.08604420163363313,0.1116662294587507,0.0650197571106012,0.09102224484281032,0.1269715145805579,0.154246226450106,0.01813306164128535,0.0439083447212125,0.0343085453556502,0.06862628647252568,0.00626917250678584,0.02094159632439363,0.00145790840133193,0.00786272250402586,5.179759846379437e-4,0.00326435728092297,0.6186591028895184,0.5657284311084582,0.1838253369717562,0.22986662424074553,0.0660419191336043,0.09671151223670237,0.0463,1.07,43419045.80622332,3147276.3745258525,0.0322620875579911,0.00359354885385655,0.0615436258978323,0.01008268354198729,3208.4630219059,3761.98309712186,2593.18329244804,Sudan,3,2021
Syrian Arab Republic,North Africa and Middle East,North Africa and Middle East,SYR,low,0.00186789886772715,0.00937864218542852,5.825514944076426e-4,0.00482458572150721,2.2250661889816305e-4,0.00120655346174854,0.2516132850254302,0.21747123575489707,0.1053411264470496,0.13523579654190152,0.03959957126260208,0.06088600342581631,0.20793099315252145,0.19328505176918176,0.05607514316025811,0.065545355258487,0.03684020614400539,0.05738929582039266,0.0522738328668066,0.0614032490739157,0.0107504347080856,0.02463898191601798,0.01923292658324826,0.03660103830288117,0.00186789886772715,0.00937864218542852,5.825514944076426e-4,0.00482458572150721,2.2250661889816305e-4,0.00120655346174854,0.2516132850254302,0.21747123575489707,0.1053411264470496,0.13523579654190152,0.03959957126260208,0.06088600342581631,0.028,1.66,14030436.263615264,1098637.9595554098,0.062640595250881,0.00748070674503655,0.1091204837848279,0.01600221761473979,3192.22855926713,4318.56426596724,2186.87027012263,Syrian Arab Republic,3,2021
Tunisia,North Africa and Middle East,North Africa and Middle East,TUN,low,0.00490440734362772,0.01121648623795923,0.00151898431956872,0.00590786566446448,5.122609412324335e-4,0.00292688730039778,0.4825961045030824,0.21081867471893084,0.17954859004058565,0.1458074894021862,0.06164383284616281,0.07056247404706102,0.4104465923241316,0.1898846574620206,0.08902832604091095,0.0782027812404245,0.05903612992487414,0.06738475001517681,0.0975682591580329,0.0812278523990273,0.02178678771903722,0.03023105280762491,0.0310952172962603,0.04673471556052245,0.00490440734362772,0.01121648623795923,0.00151898431956872,0.00590786566446448,5.122609412324335e-4,0.00292688730039778,0.4825961045030824,0.21081867471893084,0.17954859004058565,0.1458074894021862,0.06164383284616281,0.07056247404706102,0.0609,5.17,11842577.921736134,661704.0496421093,0.0651097447987553,0.007075969637171,0.1417847571816504,0.02049746770066095,10324.7675622193,10757.5939383676,9696.76925789121,Tunisia,3,2021
Türkiye,North Africa and Middle East,North Africa and Middle East,TUR,low,0.07584505806186886,0.13403719194212418,0.01911189362934508,0.05398554100080559,0.00671155132894508,0.02151900770009131,6.435965202963389,1.851727333341024,2.283330128155332,1.1867257634848494,0.7248295209473701,0.6784422382481773,5.523642961425329,1.631091444759912,1.1222029731289926,0.6473565996253166,0.7129823458316664,0.6565674748271833,1.3172483659579213,0.8949883955758368,0.2968962807996537,0.295602664429211,0.36922918498226226,0.4676815469383569,0.07584505806186886,0.13403719194212418,0.01911189362934508,0.05398554100080559,0.00671155132894508,0.02151900770009131,6.435965202963389,1.851727333341024,2.283330128155332,1.1867257634848494,0.7248295209473701,0.6784422382481773,0.8299,10,83612044.78503373,3175113.4194567576,0.0814259686172828,0.008838808663724,0.157575508519591,0.01926630475674969,26693.2632078099,31219.9427142388,19992.4694665393,Türkiye,3,2021
United Arab Emirates,North Africa and Middle East,North Africa and Middle East,ARE,mid,0.3703378678151916,0.2436641877759717,0.092655737775991,0.07629419552380083,0.1075124909037738,0.1210935687829745,1.7643268933078171,0.4541191634781835,0.6850553334779774,0.2654761857975317,0.21097740078102303,0.1645298139095549,1.4847594430352042,0.40105755731085013,0.3450788904056171,0.15572452851321994,0.20464073717529785,0.16228984233781452,0.3703378678151916,0.2436641877759717,0.092655737775991,0.07629419552380083,0.1075124909037738,0.1210935687829745,0.02074731606075618,0.03528952384915646,0.00641102858452415,0.02171809280939751,0.00160587877104403,0.00457135404556033,1.7643268933078171,0.4541191634781835,0.6850553334779774,0.2654761857975317,0.21097740078102303,0.1645298139095549,0.6985,64.99,9631150.80640542,793680.3126483215,0.0591871243548752,0.0088894532458143,0.2145416336274362,0.03333291222904271,76926.9957034399,86897.322113687,65406.6607162257,United Arab Emirates,3,2021
Yemen,North Africa and Middle East,North Africa and Middle East,YEM,low,0.00308402933073198,0.0178811759022278,0.00103016286292967,0.00536089133146082,4.042896941919114e-4,0.00238733965374054,0.3434241791390874,0.4403283860134796,0.1450568966838476,0.20442121953837605,0.05143445411412335,0.08552893665317252,0.3034059015435486,0.4514435075273101,0.06480374936439473,0.09646175491873989,0.05058457013282626,0.08126603359854198,0.07248149814376367,0.10720556319263318,0.01386715253592346,0.0357320650036072,0.02501397225254661,0.05485290491777321,0.00308402933073198,0.0178811759022278,0.00103016286292967,0.00536089133146082,4.042896941919114e-4,0.00238733965374054,0.3434241791390874,0.4403283860134796,0.1450568966838476,0.20442121953837605,0.05143445411412335,0.08552893665317252,0.0098,0.31,33643472.508213736,2937665.052468933,0.0309707457179351,0.0034854665548061,0.0675633233364402,0.0129515676990836,1755.2750620058,2306.27998567421,1323.84991090098,Yemen,3,2021
South Asia,NA,South Asia,NA,NA,0.7201369399255034,1.546225928912348,0.2476903735672164,0.975590819055104,0.0575409474120875,0.25703419181718734,64.14838901125704,28.761588929541276,27.346317876989023,21.13929377342708,9.777620709041468,9.66938998546699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2021
South Asia,South Asia,South Asia,NA,NA,0.7201369399255034,1.546225928912348,0.2476903735672164,0.975590819055104,0.0575409474120875,0.25703419181718734,64.14838901125704,28.761588929541276,27.346317876989023,21.13929377342708,9.777620709041468,9.66938998546699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2021
Bangladesh,South Asia,South Asia,BGD,low,0.05319915732978914,0.17031042789961404,0.01625925794236757,0.08286411939337926,0.00592042977782935,0.02912533330062995,5.505136158347938,3.510209663955014,2.6625269834947805,2.659149901711393,0.8189108652830313,1.1106699330925505,4.292563747895264,2.852001806811996,1.225722421547276,1.4179743306974135,0.8601214155686461,1.1296588289916334,1.1095204711304256,1.100621967142529,0.2694863079728035,0.4386035823799553,0.44334241878909,0.7298864899003479,0.05319915732978914,0.17031042789961404,0.01625925794236757,0.08286411939337926,0.00592042977782935,0.02912533330062995,5.505136158347938,3.510209663955014,2.6625269834947805,2.659149901711393,0.8189108652830313,1.1106699330925505,0.0125,0.08,164636116.46495664,10561801.940562516,0.010103418325721,0.0013060935988477,0.1912459113047284,0.0194780477960805,4969.9936846605,5239.64833791227,4509.86007828207,Bangladesh,3,2021
Bhutan,South Asia,South Asia,BTN,low,3.8847502223546466e-4,8.307442896889097e-4,1.2364322824189993e-4,4.1546029169595904e-4,4.575965207762851e-5,1.7194862957296538e-4,0.0365576337502422,0.01797801780141736,0.01583998147466368,0.01444740637828046,0.0053924090927846,0.00640003841187525,0.02942543259917625,0.01372484359883556,0.0082421662419834,0.00715509522091742,0.00520175725623527,0.00601666556209653,0.00732364213357114,0.00615142993822486,0.00188753883814093,0.00254671916044875,0.00258305545866085,0.00375037806361399,3.8847502223546466e-4,8.307442896889097e-4,1.2364322824189993e-4,4.1546029169595904e-4,4.575965207762851e-5,1.7194862957296538e-4,0.0365576337502422,0.01797801780141736,0.01583998147466368,0.01444740637828046,0.0053924090927846,0.00640003841187525,0,0.06,756900.0948562409,33028.17002537934,0.0141493443928089,0.0017567606025128,0.2093444028997815,0.01898955279540834,9433.67118728253,11220.645888795,7839.13131076647,Bhutan,3,2021
India,South Asia,South Asia,IND,low,0.5796586628183243,1.5188811807619786,0.19730398673999064,0.9617073954533856,0.04452416992081638,0.2538045978362296,50.176423567860184,28.13872503592989,20.74088914312892,20.653113581831583,7.652705936543423,9.464573073951428,40.76782766951719,22.82525199534288,10.522058467922935,10.488459724096808,7.322806466102655,9.366876466250329,9.85198180037474,10.25636050811646,2.3021986252441757,3.621612268988868,3.548434461340786,6.908042746797547,0.5796586628183243,1.5188811807619786,0.19730398673999064,0.9617073954533856,0.04452416992081638,0.2538045978362296,50.176423567860184,28.13872503592989,20.74088914312892,20.653113581831583,7.652705936543423,9.464573073951428,0.0645,0.05,1414494974.7598395,93506698.96394505,0.0258935939537237,0.0024148254548924,0.1716985747981728,0.01330367963380099,6728.00464862926,7001.01029478665,6548.71796394433,India,3,2021
Nepal,South Asia,South Asia,NPL,low,0.00555002829425246,0.0194975621200318,0.00164048537220116,0.00942947680580039,5.46436230867513e-4,0.00298219546622302,0.6384457498043324,0.5276091546949174,0.283429859725937,0.33090693471928256,0.08622738672949483,0.13005744859387752,0.497770729532274,0.4518866049156011,0.12872416876467668,0.1638542354758684,0.08964812362876669,0.13524888045785877,0.13068357583031598,0.15237842151718411,0.02745887812313308,0.05964737613114419,0.04602232825332832,0.08420955914359815,0.00555002829425246,0.0194975621200318,0.00164048537220116,0.00942947680580039,5.46436230867513e-4,0.00298219546622302,0.6384457498043324,0.5276091546949174,0.283429859725937,0.33090693471928256,0.08622738672949483,0.13005744859387752,0.0891,3.13,31129811.76450214,2100644.9199356977,0.0096292603179526,0.00127660711235174,0.1165495126801512,0.018841741695874,3012.58525408193,3183.51935971812,2716.02314545218,Nepal,3,2021
Pakistan,South Asia,South Asia,PAK,low,0.08134061646090202,0.23329829629018223,0.03236300028441512,0.14121183318670216,0.00650415183049664,0.02815304218555499,7.791825901494344,4.779213804599927,3.643631909164721,3.6246178127422897,1.2143841113927334,1.6335285789298972,5.999227864115548,3.6975588742540086,1.6992644779998287,1.8724413208730353,1.1825819837516014,1.5266911287964593,1.623424982833761,1.723363394427564,0.3925494912259947,0.682357367330995,0.6331486802241388,1.128028095305568,0.08134061646090202,0.23329829629018223,0.03236300028441512,0.14121183318670216,0.00650415183049664,0.02815304218555499,7.791825901494344,4.779213804599927,3.643631909164721,3.6246178127422897,1.2143841113927334,1.6335285789298972,0.0489,0.24,235553608.2681269,10609774.92134954,0.0154147496139107,0.00178019736170724,0.1807520251123264,0.014117845539819091,5088.43984291579,5690.33486559989,4707.39588954845,Pakistan,3,2021
"Southeast Asia, East Asia, and Oceania",NA,"Southeast Asia, East Asia, and Oceania",NA,NA,23.77550870381056,5.6823847392333935,4.653683052768328,1.6106740685587786,3.895848836994259,2.5784162568539166,51.06826424176989,8.461136515270864,13.821614042963589,4.2338256690688425,6.811362924031634,3.2576523318753288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2021
East Asia,East Asia,"Southeast Asia, East Asia, and Oceania",NA,NA,23.45231661547257,5.670079808576262,4.577172278235767,1.601732323945296,3.8723797865504306,2.5779527733557206,23.73725611279701,5.682621059611155,4.713087646222074,1.6137566120950462,3.917021444003238,2.5793196983999143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2021
China,East Asia,"Southeast Asia, East Asia, and Oceania",CHN,high,21.73166288087151,5.649580068953532,3.861558123943027,1.572771060344828,3.56187411602916,2.564035716939799,21.73166288087151,5.649580068953532,3.861558123943027,1.572771060344828,3.56187411602916,2.564035716939799,21.73166288087151,5.649580068953532,3.861558123943027,1.572771060344828,3.56187411602916,2.564035716939799,5.051577299024385,3.3673057753324693,1.1036807016726045,0.940110362407231,1.778900897932195,1.8694559887881013,0.2929336093318458,0.5232060115073285,0.07486229047844065,0.18994185049102016,0.0278357153510345,0.09672760946641186,23.81975918525578,5.566519890780561,7.002800988817472,1.957423432615791,3.615408754284384,2.5241990055597245,61.5486,43.96,1422745952.8526049,53858190.02057791,0.0488893795098643,0.00557284526017785,0.1615507902895276,0.0140648747021526,16742.3126211866,19030.0350901559,14333.2294559336,China,3,2021
Democratic People's Republic of Korea,East Asia,"Southeast Asia, East Asia, and Oceania",PRK,low,0.00239999152896495,0.01738527785612141,0.00105971169307448,0.0070126611883523,2.2784857570262176e-4,0.00215314028770321,0.2873394888534033,0.37772916143463225,0.13697507967938138,0.1967565575177251,0.04486950602851009,0.08398952860013723,0.22504997900708903,0.3469685964521653,0.06253045763866055,0.10098035986084544,0.05118248333962911,0.079287836524892,0.05949573946497283,0.09598336768491976,0.01354648415533382,0.03545635643406839,0.02606668547118089,0.05607245724429654,0.00239999152896495,0.01738527785612141,0.00105971169307448,0.0070126611883523,2.2784857570262176e-4,0.00215314028770321,0.2873394888534033,0.37772916143463225,0.13697507967938138,0.1967565575177251,0.04486950602851009,0.08398952860013723,0.0895,3.5,26392264.573529582,1938851.2937431,0.0417961815726114,0.0053469198411781,0.0883897451023331,0.01655994855076549,1356.87052768278,1595.11005914684,1097.35469818356,Democratic People's Republic of Korea,3,2021
Taiwan (Province of China),East Asia,"Southeast Asia, East Asia, and Oceania",TWN,high,1.718253743072093,0.4814019445547506,0.7145544425996652,0.30313108038612785,0.3102778219455679,0.2675008558796817,1.718253743072093,0.4814019445547506,0.7145544425996652,0.30313108038612785,0.3102778219455679,0.2675008558796817,1.718253743072093,0.4814019445547506,0.7145544425996652,0.30313108038612785,0.3102778219455679,0.2675008558796817,0.4287192277678952,0.30417157009567974,0.14222007084599464,0.12871212245186928,0.1657809283410622,0.21429673937792976,0.02286883419277815,0.04956242543544502,0.01078632571542896,0.04182880209176459,0.00280463035833015,0.01120878264116253,2.557367222763704,0.6107843482562204,1.5877010784463634,0.4792333674688914,0.32641608222060825,0.2844257408117545,6.3776,269.82,23636689.389643572,1119141.8078097142,0.0466127576072723,0.00639636853090744,0.1606668689132124,0.02037707147128339,52586.8871458795,58546.4927730349,46148.2066226682,Taiwan (Province of China),3,2021
Oceania,Oceania,"Southeast Asia, East Asia, and Oceania",NA,NA,0.02321440027611824,0.03260090909378444,0.00148846341468931,0.00236719883058155,0.00241589133952045,0.00349474122118955,0.161129604201879,0.1325023443782724,0.01754022749173648,0.01404147624990719,0.00591415632905159,0.00580010960855755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2021
American Samoa,Oceania,"Southeast Asia, East Asia, and Oceania",ASM,low,2.4777363177778263e-5,5.599446605849164e-5,7.881130172267572e-6,3.104577690248214e-5,2.1030430019003643e-6,8.677123441617708e-6,0.00227456217203354,9.391109503527794e-4,7.970854367577042e-4,6.382486220379446e-4,2.7679164919437407e-4,3.2274274916608295e-4,0.00196804127299751,8.227395545359667e-4,4.069771321400607e-4,3.208404650439309e-4,2.538767005236512e-4,3.030223233366683e-4,4.392192941104323e-4,3.364567091446864e-4,9.297302653350738e-5,1.1557866260899164e-4,1.2689184742044354e-4,1.8061706017480228e-4,2.4777363177778263e-5,5.599446605849164e-5,7.881130172267572e-6,3.104577690248214e-5,2.1030430019003643e-6,8.677123441617708e-6,0.00227456217203354,9.391109503527794e-4,7.970854367577042e-4,6.382486220379446e-4,2.7679164919437407e-4,3.2274274916608295e-4,NA,NA,49758.64025803438,1733.0743751427945,0.0288038062854381,0.00358854570876704,0.1384450293509662,0.0160532491683247,12054.9186154228,12721.5075776542,11335.7579961886,American Samoa,3,2021
Cook Islands,Oceania,"Southeast Asia, East Asia, and Oceania",COK,low,9.457018035210042e-6,1.905789632862058e-5,1.149293849044572e-6,4.210211903643905e-6,3.168567083721187e-7,1.5330761665335864e-6,7.560575085649904e-4,2.665498068089065e-4,1.1343008473666436e-4,7.105111240886967e-5,3.621333068478707e-5,3.488276294688094e-5,7.522312134721165e-4,2.8680780168366843e-4,5.7881057081869834e-5,3.993048881170531e-5,3.675650501708757e-5,3.7173035035334386e-5,1.3309602431517178e-4,8.93391564884183e-5,1.4336526217058996e-5,1.5791675648314496e-5,1.8396900421463713e-5,2.3343735053605832e-5,9.457018035210042e-6,1.905789632862058e-5,1.149293849044572e-6,4.210211903643905e-6,3.168567083721187e-7,1.5330761665335864e-6,7.560575085649904e-4,2.665498068089065e-4,1.1343008473666436e-4,7.105111240886967e-5,3.621333068478707e-5,3.488276294688094e-5,NA,NA,17747.515075922067,838.4573773761203,0.0439353800025718,0.00569840789333285,0.0457875338889253,0.00893860868181409,18880.2671833498,19348.4384628736,18470.2653398165,Cook Islands,3,2021
Fiji,Oceania,"Southeast Asia, East Asia, and Oceania",FJI,mid,0.00349198677565975,0.00328731887378027,2.680962303486442e-4,4.0544216097477225e-4,3.6167836710535175e-4,5.471884433036068e-4,0.02165307798084984,0.01241423855252161,0.00234689511497674,0.00220757042097381,7.594542191847993e-4,8.665581383214502e-4,0.02204416353526382,0.01312318861382422,0.00119196167164325,0.00113081429536218,8.004806533583854e-4,9.313417227678296e-4,0.00349198677565975,0.00328731887378027,2.680962303486442e-4,4.0544216097477225e-4,3.6167836710535175e-4,5.471884433036068e-4,2.3157112922792144e-4,8.07509984087188e-4,1.8824070242420334e-5,6.463467774153808e-5,4.276511638097648e-6,1.9652836925812437e-5,0.02165307798084984,0.01241423855252161,0.00234689511497674,0.00220757042097381,7.594542191847993e-4,8.665581383214502e-4,0.0069,7.7,924473.9847126518,45789.268822342565,0.0246100802789337,0.00329365970656,0.0256019502944477,0.0049087795005388,9016.1402505057,11480.0809763111,7088.12787872941,Fiji,3,2021
Guam,Oceania,"Southeast Asia, East Asia, and Oceania",GUM,low,1.11617381374756e-4,2.5807812515393015e-4,1.0513862294174362e-5,3.7171132590778614e-5,2.869375370557006e-6,1.2319862897020932e-5,0.00923713189206187,0.00264656509589251,0.00133868356833723,7.194147063670772e-4,4.194312858645578e-4,3.5928458482941664e-4,0.00945589300273386,0.00279405451815912,6.778773647825041e-4,4.194810088894613e-4,4.271834142913418e-4,3.661042250913574e-4,0.00159383399370355,0.00104316555847855,1.7119539042662594e-4,1.6701820941354752e-4,2.085120290798525e-4,2.3665307730411737e-4,1.11617381374756e-4,2.5807812515393015e-4,1.0513862294174362e-5,3.7171132590778614e-5,2.869375370557006e-6,1.2319862897020932e-5,0.00923713189206187,0.00264656509589251,0.00133868356833723,7.194147063670772e-4,4.194312858645578e-4,3.5928458482941664e-4,NA,NA,159196.3959350261,6005.313565526492,0.037599020735727,0.00488860105091505,0.0470695792610062,0.00792772283653354,28518.6536078318,31154.5113313486,25756.2690724379,Guam,3,2021
Kiribati,Oceania,"Southeast Asia, East Asia, and Oceania",KIR,mid,1.2950321353818211e-4,3.412277419281214e-4,1.109819688516079e-5,2.5328826762482852e-5,1.892929373019016e-5,3.7175107845492135e-5,7.955963680334268e-4,0.00146747056378688,1.073654263912721e-4,1.5094700444278318e-4,3.734037239663623e-5,5.989498374739138e-5,7.288500479021047e-4,0.00164822472730018,5.262308783866832e-5,7.751016558674644e-5,4.093292449692325e-5,6.469059074455862e-5,1.2950321353818211e-4,3.412277419281214e-4,1.109819688516079e-5,2.5328826762482852e-5,1.892929373019016e-5,3.7175107845492135e-5,6.539445319812145e-6,5.9516678241465734e-5,7.842224942242474e-7,5.48049545527997e-6,2.356506434825903e-7,1.649853442333626e-6,7.955963680334268e-4,0.00146747056378688,1.073654263912721e-4,1.5094700444278318e-4,3.734037239663623e-5,5.989498374739138e-5,3e-4,2.61,121160.97280252048,6625.5123336877805,0.0192320469423975,0.0023788929155016,0.0145757800501789,0.0031672645489011,1757.11991281219,1890.54980248677,1614.81457891463,Kiribati,3,2021
Marshall Islands,Oceania,"Southeast Asia, East Asia, and Oceania",MHL,mid,1.2839311200084583e-4,1.5823384440071312e-4,8.608558549088386e-6,1.4301621190800224e-5,1.3683906202848373e-5,2.478980074227093e-5,8.1516233690371e-4,7.185453006299244e-4,8.33645035948708e-5,8.679515517977583e-5,2.5217645056366648e-5,3.427063200005383e-5,8.12549521456032e-4,7.719733423687867e-4,4.07701926045612e-5,4.53982762171012e-5,2.829992452051094e-5,3.8009200405362296e-5,1.2839311200084583e-4,1.5823384440071312e-4,8.608558549088386e-6,1.4301621190800224e-5,1.3683906202848373e-5,2.478980074227093e-5,1.1212779375854256e-5,4.352215545755683e-5,6.29148229255442e-7,3.7641851240050633e-6,1.4944315687837476e-7,9.593629892236484e-7,8.1516233690371e-4,7.185453006299244e-4,8.33645035948708e-5,8.679515517977583e-5,2.5217645056366648e-5,3.427063200005383e-5,3e-4,5.84,56273.10085284405,3687.46766740517,0.0190120927953267,0.0025578606568062,0.0177658402767958,0.0035427571173623,4915.84407441149,5439.87920126707,4390.6940173868,Marshall Islands,3,2021
Micronesia (Federated States of),Oceania,"Southeast Asia, East Asia, and Oceania",FSM,mid,1.972332513404666e-4,2.9205610977415267e-4,1.306730584806802e-5,3.0073594064284346e-5,2.264081416208257e-5,4.190240073550436e-5,9.43771684974851e-4,0.00128830874104436,1.3219354978823836e-4,1.5937034257288435e-4,4.531253532593688e-5,7.045177169420368e-5,0.00103125878775646,0.00140090304363859,5.851210965448686e-5,8.013478158563576e-5,4.7077584390687056e-5,7.234637586262029e-5,1.972332513404666e-4,2.9205610977415267e-4,1.306730584806802e-5,3.0073594064284346e-5,2.264081416208257e-5,4.190240073550436e-5,9.858141183884394e-6,6.107915602333951e-5,9.46570872272303e-7,5.20873129635007e-6,3.34551846992724e-7,2.199575728931026e-6,9.43771684974851e-4,0.00128830874104436,1.3219354978823836e-4,1.5937034257288435e-4,4.531253532593688e-5,7.045177169420368e-5,5e-4,5.3,102577.76867797336,6905.679656554421,0.0223035924138404,0.00293350537808415,0.0182609701342739,0.00385610228933935,2881.69209801768,3077.09233038156,2689.18071671274,Micronesia (Federated States of),3,2021
