Country,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,selected_model,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021
Togo,0.00187083497163,0.00785990839798743,7.296767691081169e-4,0.00440458335569004,2.0491773887672935e-4,0.00145911282731527,low,0.0017,0.2,2577.201963
Tonga,3.440305313143275e-4,3.851060027004127e-4,2.364956816125621e-5,3.9297314502933414e-5,3.690974720708626e-5,6.426736522337212e-5,mid,0.0017,16.62,7034.92497
Trinidad and Tobago,0.02526513856512708,0.01805262240299416,0.00635435242839205,0.00640848837658963,0.00820719082245317,0.00973851351179917,mid,0.0737,53.4,30424.66489
Tunisia,0.00569844260628705,0.01331613713123425,0.00162029496533598,0.00643320051712555,5.278089054664228e-4,0.00220849312122506,low,0.0609,5.17,12444.3264
Turkey,0.07850319624998305,0.14611341229088423,0.0191406447527063,0.06256245529527348,0.00755006523004314,0.02791386828128446,low,0.8299,10,31338.26652
Turkmenistan,0.04675886114926128,0.03320185855227866,0.00888591424300971,0.0105746481827811,0.01214140468696222,0.01694929136684003,mid,0.1348,22.57,16434.13991
Tuvalu,2.0539210239081767e-5,2.662223909424164e-5,1.458145773573469e-6,2.710255111729836e-6,2.3460033214851844e-6,4.375161570899701e-6,mid,1e-4,6.81,5352.978625
Uganda,0.00586843142711996,0.03663741274654804,0.00180432295500872,0.01164477485085635,6.331607200974672e-4,0.00392211616193247,low,0.0124,0.31,2684.920359
Ukraine,0.0219580920478651,0.04423251420020287,0.00649223836071403,0.02336295020915247,0.0020438932184162,0.00803706547639578,low,0.0589,1.41,17846.4082
United Arab Emirates,0.299447079061969,0.1952704087989397,0.07524885132618725,0.06568759160995886,0.0906108820722085,0.09493938725414564,mid,0.6985,64.99,67401.12129
United Kingdom of Great Britain and Northern Ireland,3.6349525412517703,1.1507201545071113,1.0193640737665972,0.41166802665423335,1.654791440580643,0.8524159586445829,high,9.5769,143.22,51004.42717
United Republic of Tanzania,0.01756016464881742,0.04422935113539437,0.00210393682031703,0.00738235646205093,5.720951346371108e-4,0.00192793657768857,low,1e-4,0.01,3493.083008
United States of America,60.049627216632295,15.413868564325128,20.853302851431692,4.855148697050639,15.954302523556317,8.390935311324004,high,133.5058,405.46,71307.40173
Uruguay,0.06050297161483014,0.04352075321408388,0.01475208553892768,0.01416483530272026,0.01967545171998854,0.02411135921211097,mid,0.1075,30.56,29431.88501
Uzbekistan,0.01087415955878555,0.02975153577229179,0.00230962378336729,0.01009915099543981,7.965588118956477e-4,0.00336375678662967,low,0.2183,6.61,9247.643827
Vanuatu,3.331472450180146e-5,2.197426944904927e-4,2.5386268802300823e-6,1.5696580763249903e-5,7.455756526351039e-7,4.540034888473027e-6,low,1e-4,0.51,3135.836649
Venezuela,0,0,0,0,0,0,high,0.49370000000000003,17.93,NA
Viet Nam,0.03920314581691703,0.0956211750070104,0.00733641458314983,0.02905544823892065,0.00266349459597335,0.0126162734617554,low,0.057,0.6,12048.90199
Yemen,0,0,0,0,0,0,high,0.0098,0.31,NA
Zambia,0.0031388493518779,0.0151628043660209,8.210984599258097e-4,0.00474635826049301,2.9042669971725586e-4,0.00188880412539035,low,8e-4,0.04,3503.034914
Zimbabwe,0.00195082142792915,0.01088502747131932,2.4597482570629727e-4,0.00155858019359925,8.113930240192679e-5,4.940784016813333e-4,low,0.0587,3.94,3184.784602
Global,153.62632387505894,17.47787725669064,55.85245891704908,5.870088466070017,40.401158804658614,9.58426190637424,NA,NA,NA,NA
