Location ID,Location Name,2023 SDI Index Value,SDI Quintile
43920,"Himachal Pradesh, Rural",0.639146589,Middle SDI
43921,"Jammu & Kashmir and Ladakh, Rural",0.60837262,Low-middle SDI
43922,"Jharkhand, Rural",0.520619532,Low SDI
43923,"Karnataka, Rural",0.550055738,Low-middle SDI
43924,"Kerala, Rural",0.645185583,Middle SDI
43926,"Madhya Pradesh, Rural",0.508752585,Low SDI
43927,"Maharashtra, Rural",0.592541866,Low-middle SDI
43928,"Manipur, Rural",0.62286999,Low-middle SDI
43929,"Meghalaya, Rural",0.573171733,Low-middle SDI
43930,"Mizoram, Rural",0.593505151,Low-middle SDI
43931,"Nagaland, Rural",0.617863947,Low-middle SDI
43932,"Odisha, Rural",0.562307008,Low-middle SDI
43934,"Punjab, Rural",0.609432039,Low-middle SDI
43935,"Rajasthan, Rural",0.515626807,Low SDI
43936,"Sikkim, Rural",0.565604175,Low-middle SDI
43937,"Tamil Nadu, Rural",0.604027513,Low-middle SDI
43938,"Telangana, Rural",0.509335737,Low SDI
43939,"Tripura, Rural",0.566232624,Low-middle SDI
43940,"Uttar Pradesh, Rural",0.558502333,Low-middle SDI
43941,"Uttarakhand, Rural",0.617553843,Low-middle SDI
43942,"West Bengal, Rural",0.548983941,Low-middle SDI
44533,China (without Hong Kong and Macao),0.72642661,
44538,Other Union Territories,0.680574691,
44539,"Other Union Territories, Rural",0.601465763,Low-middle SDI
44540,"Other Union Territories, Urban",0.700344704,High-middle SDI
44793,Central,0.609580593,
44794,Coast,0.538116793,
44795,Eastern,0.524555359,
44796,Nairobi,0.70460138,
44797,North Eastern,0.263571678,
44798,Nyanza,0.530264411,
44799,Rift Valley,0.521619562,
44800,Western,0.504863086,
44850,New Zealand Maori population,0.796197452,High SDI
44851,New Zealand non-Maori population,0.884870712,High SDI
44852,Tigray,0.443677867,Low SDI
44853,Afar,0.279059196,Low SDI
44854,Amhara,0.385702581,Low SDI
44855,Oromia,0.386716744,Low SDI
44856,Somali,0.302096746,Low SDI
44857,Benishangul-Gumuz,0.404650149,Low SDI
44859,Harari,0.470461443,Low SDI
44860,Gambella,0.461264484,Low SDI
44861,Addis Ababa,0.624840922,Low SDI
44862,Dire Dawa,0.508532576,Low SDI
44864,Alborz,0.758636268,High-middle SDI
44865,Ardebil,0.679715399,High-middle SDI
44866,East Azarbayejan,0.688084976,High-middle SDI
44867,West Azarbayejan,0.655264387,High-middle SDI
44868,Bushehr,0.721599278,High-middle SDI
44869,Chahar Mahaal and Bakhtiari,0.678100724,High-middle SDI
44870,Fars,0.730544315,High-middle SDI
44871,Gilan,0.728088865,High-middle SDI
44872,Golestan,0.668359475,High-middle SDI
44873,Hamadan,0.685144808,High-middle SDI
44874,Hormozgan,0.684948868,High-middle SDI
44875,Ilam,0.712877617,High-middle SDI
44876,Isfahan,0.734977626,High-middle SDI
44877,Kerman,0.694454605,High-middle SDI
44878,Kermanshah,0.689272467,High-middle SDI
44879,North Khorasan,0.661926636,High-middle SDI
44880,Khorasan-e-Razavi,0.699909173,High-middle SDI
44881,South Khorasan,0.665998652,High-middle SDI
44882,Khuzestan,0.6824324,High-middle SDI
44883,Kohgiluyeh and Boyer-Ahmad,0.695114494,High-middle SDI
44884,Kurdistan,0.655498368,High-middle SDI
44885,Lorestan,0.685241218,High-middle SDI
44886,Markazi,0.705384503,High-middle SDI
44887,Mazandaran,0.745919728,High-middle SDI
44888,Qazvin,0.709304792,High-middle SDI
44889,Qom,0.701724277,High-middle SDI
44890,Semnan,0.733751778,High-middle SDI
44891,Sistan and Baluchistan,0.573460292,High-middle SDI
44892,Tehran,0.797278332,High-middle SDI
44893,Yazd,0.72399114,High-middle SDI
44894,Zanjan,0.679685068,High-middle SDI
44903,Belgorod oblast,0.822757158,High SDI
44904,Bryansk oblast,0.812675785,High SDI
44905,Vladimir oblast,0.818228681,High SDI
44906,Voronezh oblast,0.822026804,High SDI
44907,Ivanovo oblast,0.814938159,High SDI
44908,Kaluga oblast,0.815395803,High SDI
44909,Kostroma oblast,0.813632386,High SDI
44910,Kursk oblast,0.811073339,High SDI
44911,Lipetzk oblast,0.815474555,High SDI
44912,Moscow oblast,0.836417827,High SDI
44913,Oryol oblast,0.81781148,High SDI
44914,Ryazan oblast,0.819188366,High SDI
44915,Smolensk oblast,0.823182544,High SDI
44916,Tambov oblast,0.81093303,High SDI
44917,Tver oblast,0.820318605,High SDI
44918,Tula oblast,0.81781387,High SDI
44919,Yaroslavl oblast,0.82827812,High SDI
44920,Moscow City,0.872406331,High SDI
44921,Republic of Karelia,0.822630936,High SDI
44922,Komi Republic,0.809989928,High SDI
44923,Nenets autonomous district,0.779108354,High SDI
44924,Arkhangelsk oblast without Nenets autonomous district,0.82406194,High SDI
44925,Vologda oblast,0.816820166,High SDI
44926,Kaliningrad oblast,0.825531003,High SDI
44927,Leningrad oblast,0.831945812,High SDI
44928,Murmansk oblast,0.835058808,High SDI
44929,Novgorod oblast,0.799514793,High SDI
44930,Pskov oblast,0.811501449,High SDI
44931,Saint Petersburg,0.857909116,High SDI
44932,Republic of Adygeya,0.797597006,High SDI
44933,Republic of Kalmykia,0.808502785,High SDI
44934,Republic of Crimea,0.736612487,High SDI
44935,Krasnodar kray,0.821337913,High SDI
44936,Astrakhan oblast,0.797598109,High SDI
44937,Volgograd oblast,0.817268088,High SDI
44938,Rostov oblast,0.819315514,High SDI
44939,Sevastopol,0.755986755,High SDI
44940,Republic of Dagestan,0.77111585,High SDI
44941,Republic of Ingushetia,0.784193066,High SDI
44942,Kabardino-Balkar Republic,0.800738998,High SDI
44943,Karachay-Cherkess Republic,0.813388013,High SDI
44944,Republic of North Ossetia-Alania,0.817268827,High SDI
44945,Chechen Republic,0.733410927,High SDI
44946,Stavropol kray,0.8052519,High SDI
44947,Republic of Bashkortostan,0.822837981,High SDI
44948,Republic of Mari El,0.810912147,High SDI
44949,Republic of Mordovia,0.823079977,High SDI
44950,Republic of Tatarstan,0.823055052,High SDI
44951,Udmurt Republic,0.815690093,High SDI
44952,Chuvash Republic,0.81365542,High SDI
44953,Perm kray,0.812040513,High SDI
44954,Kirov oblast,0.815974268,High SDI
44955,Nizhny Novgorod oblast,0.827750458,High SDI
44956,Orenburg oblast,0.808501762,High SDI
44957,Penza oblast,0.814361857,High SDI
44958,Samara oblast,0.82903783,High SDI
44959,Saratov oblast,0.817401828,High SDI
44960,Ulyanovsk oblast,0.810392534,High SDI
44961,Kurgan oblast,0.79661411,High SDI
44962,Sverdlovsk oblast,0.821607463,High SDI
44963,Khanty-Mansi autonomous area,0.83023349,High SDI
44964,Yamalo-Nenets autonomous area,0.831334708,High SDI
44965,Tyumen oblast without autonomous areas,0.814047527,High SDI
44966,Chelyabinsk oblast,0.813744014,High SDI
44967,Republic of Altai,0.782036923,High SDI
44968,Republic of Buryatia,0.802621064,High SDI
44969,Republic of Tuva,0.749795684,High SDI
44970,Republic of Khakassia,0.799549409,High SDI
44971,Altai kray,0.805194729,High SDI
44972,Zabaikalsk kray,0.800681018,High SDI
44973,Krasnoyarsk kray,0.813286251,High SDI
44974,Irkutsk oblast,0.806785543,High SDI
44975,Kemerovo oblast,0.811823685,High SDI
44976,Novosibirsk oblast,0.816896229,High SDI
44977,Omsk oblast,0.811966947,High SDI
44978,Tomsk oblast,0.829479585,High SDI
44979,Republic of Sakha (Yakutia),0.822624654,High SDI
44980,Kamchatka kray,0.802743295,High SDI
44981,Primorsky kray,0.821776291,High SDI
44982,Khabarovsk kray,0.82422746,High SDI
44983,Amur oblast,0.809769232,High SDI
44984,Magadan oblast,0.819272372,High SDI
44985,Sakhalin oblast,0.813414408,High SDI
44986,Jewish autonomous oblast,0.78742962,High SDI
44987,Chukotka Autonomous Area,0.790157097,High SDI
50559,Ukraine (without Crimea & Sevastopol),0.768919332,High SDI
53432,Trøndelag,0.917736671,High SDI
53533,Mountain Province,0.557767732,Middle SDI
53534,Ifugao,0.603543969,Middle SDI
53535,Benguet,0.733827217,Middle SDI
53536,Abra,0.636707208,Middle SDI
53537,Apayao,0.623841061,Middle SDI
53538,Kalinga,0.602252552,Middle SDI
53539,La Union,0.67782925,Middle SDI
53540,Ilocos Norte,0.691132787,Middle SDI
53541,Ilocos Sur,0.677431995,Middle SDI
53542,Pangasinan,0.689132094,Middle SDI
53543,Nueva Vizcaya,0.632898191,Middle SDI
53544,Cagayan,0.651818244,Middle SDI
53545,Isabela,0.654623478,Middle SDI
53546,Quirino,0.598755788,Middle SDI
53547,Batanes,0.732520538,Middle SDI
53548,Bataan,0.689560801,Middle SDI
53549,Zambales,0.681407956,Middle SDI
53550,Tarlac,0.672608597,Middle SDI
53551,Pampanga,0.719360556,Middle SDI
53552,Bulacan,0.725335468,Middle SDI
53553,Nueva Ecija,0.672486762,Middle SDI
53554,Aurora,0.630042151,Middle SDI
53555,Rizal,0.721039122,Middle SDI
53556,Cavite,0.750256157,Middle SDI
53557,Laguna,0.716249102,Middle SDI
53558,Batangas,0.711197221,Middle SDI
53559,Quezon,0.652959504,Middle SDI
53560,Occidental Mindoro,0.501108482,Middle SDI
53561,Oriental Mindoro,0.627306175,Middle SDI
53562,Romblon,0.577902456,Middle SDI
53563,Palawan,0.582051066,Middle SDI
53564,Marinduque,0.604276868,Middle SDI
53565,Catanduanes,0.597330003,Middle SDI
53566,Camarines Norte,0.622606271,Middle SDI
53567,Sorsogon,0.627371594,Middle SDI
53568,Albay,0.659983263,Middle SDI
53569,Masbate,0.507985187,Middle SDI
53570,Camarines Sur,0.652930096,Middle SDI
53571,Capiz,0.599762474,Middle SDI
53572,Aklan,0.653052815,Middle SDI
53573,Antique,0.578441384,Middle SDI
53574,Negros Occidental,0.625476866,Middle SDI
53575,Iloilo,0.680303563,Middle SDI
53576,Guimaras,0.638095432,Middle SDI
53577,Negros Oriental,0.595061639,Middle SDI
53578,Cebu,0.685157651,Middle SDI
53579,Bohol,0.61944444,Middle SDI
53580,Siquijor,0.631630063,Middle SDI
53581,Southern Leyte,0.615839955,Middle SDI
53582,Eastern Samar,0.543222609,Middle SDI
53583,Northern Samar,0.592861736,Middle SDI
53584,Samar (Western Samar),0.564526617,Middle SDI
53585,Leyte,0.635149808,Middle SDI
53586,Biliran,0.634351788,Middle SDI
53587,Zamboanga Sibugay,0.574847282,Middle SDI
53588,Zamboanga Del Norte,0.560754718,Middle SDI
53589,Zamboanga Del Sur,0.638547226,Middle SDI
53590,Misamis Occidental,0.599630847,Middle SDI
53591,Bukidnon,0.574866704,Middle SDI
53592,Lanao Del Norte,0.606347082,Middle SDI
53593,Misamis Oriental,0.672589725,Middle SDI
53594,Camiguin,0.661717015,Middle SDI
53595,Davao Oriental,0.565677612,Middle SDI
53596,Davao de Oro,0.571800874,Middle SDI
53597,Davao Del Sur,0.669651704,Middle SDI
53598,Davao Occidental,0.505419635,Middle SDI
53599,Davao Del Norte,0.645592923,Middle SDI
53600,South Cotabato,0.643600584,Middle SDI
53601,Sultan Kudarat,0.556688592,Middle SDI
53602,Cotabato (North Cotabato),0.57736994,Middle SDI
53603,Sarangani,0.54717335,Middle SDI
53604,Agusan Del Norte,0.640795104,Middle SDI
53605,Agusan Del Sur,0.564847037,Middle SDI
53606,Surigao Del Sur,0.603492278,Middle SDI
53607,Surigao Del Norte,0.645152415,Middle SDI
53608,Dinagat Islands,0.592726404,Middle SDI
53609,Tawi-Tawi,0.559798893,Middle SDI
53610,Basilan,0.564632784,Middle SDI
53611,Sulu,0.526003417,Middle SDI
53612,Maguindanao,0.542599342,Middle SDI
53613,Lanao Del Sur,0.557411052,Middle SDI
53614,National Capital Region,0.761153153,Middle SDI
53615,Azad Jammu & Kashmir,0.570808977,Low-middle SDI
53616,Balochistan,0.402516383,Low SDI
53617,Gilgit-Baltistan,0.459427078,Low SDI
53618,Islamabad Capital Territory,0.68372808,High-middle SDI
53619,Khyber Pakhtunkhwa,0.433908169,Low SDI
53620,Punjab,0.540050708,Low-middle SDI
53621,Sindh,0.519404722,Low SDI
53660,Dolno?l?skie,0.849729542,High SDI
53661,Kujawsko-Pomorskie,0.833353366,High SDI
53662,?ódzkie,0.842705131,High SDI
53663,Lubelskie,0.839016858,High SDI
53664,Lubuskie,0.829457609,High SDI
53665,Ma?opolskie,0.853216096,High SDI
53666,Mazowieckie,0.86542295,High SDI
53667,Opolskie,0.838378836,High SDI
53668,Podkarpackie,0.844748575,High SDI
53669,Podlaskie,0.837392911,High SDI
53670,Pomorskie,0.841974678,High SDI
53671,?l?skie,0.85461081,High SDI
53672,?wi?tokrzyskie,0.843310319,High SDI
53673,Warmi?sko-Mazurskie,0.828794271,High SDI
53674,Wielkopolskie,0.844828078,High SDI
53675,Zachodniopomorskie,0.832243515,High SDI
60132,Vestland,0.917881123,High SDI
60133,Agder,0.911069001,High SDI
60134,Vestfold og Telemark,0.907834591,High SDI
60135,Innlandet,0.904116012,High SDI
60136,Viken,0.914654305,High SDI
60137,Troms og Finnmark,0.904774779,High SDI
60908,Sidama,0.347408935,Low SDI
94364,South West,0.364473725,Low SDI
95069,"Southern Nations, Nationalities, and Peoples",0.384720697,Low SDI
