LocationHeader,Region,Superregion,iso3c,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,selected_model,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021,Country,Level
    Haiti,Caribbean,Latin America and Caribbean,HTI,0.001801658,0.008462372,5.70E-04,0.003794675,1.82E-04,0.001154613,low,0.0263,2.34,3134.950149,Haiti,3
    Jamaica,Caribbean,Latin America and Caribbean,JAM,0.020641769,0.017766428,0.004778476,0.00706458,0.007083417,0.010630114,mid,0.0449,15.62,9577.164211,Jamaica,3
    Saint Kitts and Nevis,Caribbean,Latin America and Caribbean,KNA,0.003821109,0.001391945,0.001715503,9.10E-04,9.47E-04,7.38E-04,high,0.003,56.98,26896.61771,Saint Kitts and Nevis,3
    Saint Lucia,Caribbean,Latin America and Caribbean,LCA,0.002226943,0.001633652,5.47E-04,6.11E-04,7.30E-04,9.26E-04,mid,0.0054,29.98,19101.1653,Saint Lucia,3
    Saint Vincent and the Grenadines,Caribbean,Latin America and Caribbean,VCT,0.001177533,8.98E-04,2.80E-04,3.45E-04,3.74E-04,5.22E-04,mid,0.0026,23.29,16200.89946,Saint Vincent and the Grenadines,3
    Suriname,Caribbean,Latin America and Caribbean,SUR,0.006617885,0.004889545,0.001548132,0.001805458,0.002036161,0.002671241,mid,0.0095,15.9,18458.235,Suriname,3
    Trinidad and Tobago,Caribbean,Latin America and Caribbean,TTO,0.024435208,0.017028183,0.006085149,0.005918288,0.007744852,0.009078501,mid,0.0737,53.4,30424.66489,Trinidad and Tobago,3
  Central Latin America,Central Latin America,Latin America and Caribbean,NA,1.792683442,1.139375533,0.415428227,0.419848575,0.537164701,0.639017413,NA,NA,NA,NA,NA,2
    Colombia,Central Latin America,Latin America and Caribbean,COL,0.031337209,0.066909298,0.009181033,0.034273003,0.002526846,0.008994701,low,0.7051,14,17383.09017,Colombia,3
    Costa Rica,Central Latin America,Latin America and Caribbean,CRI,0.066405468,0.046913351,0.015972794,0.017811565,0.020300057,0.024791385,mid,0.1617,31.84,23852.9253,Costa Rica,3
    El Salvador,Central Latin America,Latin America and Caribbean,SLV,0.002184664,0.005540191,5.61E-04,0.003006757,1.90E-04,7.23E-04,low,0.0628,9.37,10809.7134,El Salvador,3
    Guatemala,Central Latin America,Latin America and Caribbean,GTM,0.007114969,0.017460575,0.001523476,0.006597632,5.47E-04,0.002426573,low,0.1624,9.22,11825.14092,Guatemala,3
    Honduras,Central Latin America,Latin America and Caribbean,HND,0.002763051,0.008876172,7.03E-04,0.003946262,2.09E-04,0.001013614,low,0.052,5.42,6202.980788,Honduras,3
    Mexico,Central Latin America,Latin America and Caribbean,MEX,1.614696112,1.135399244,0.371975932,0.417721604,0.494278025,0.638055532,mid,2.103,16.7,20782.58774,Mexico,3
    Nicaragua,Central Latin America,Latin America and Caribbean,NIC,0.002183499,0.006276962,6.25E-04,0.002870416,1.78E-04,9.17E-04,low,0.0314,4.81,7119.169234,Nicaragua,3
    Panama,Central Latin America,Latin America and Caribbean,PAN,0.06599847,0.043745783,0.014885934,0.014601893,0.018936604,0.022904055,mid,0.1354,32.1,30932.76278,Panama,3
    Venezuela,Central Latin America,Latin America and Caribbean,VEN,0,0,0,0,0,0,high,0.4937,17.93,NA,Venezuela,3
  Tropical Latin America,Tropical Latin America,Latin America and Caribbean,NA,1.97194793,1.090316774,0.368109331,0.29979422,0.233538933,0.220203303,NA,NA,NA,NA,NA,2
    Brazil,Tropical Latin America,Latin America and Caribbean,BRA,1.968468658,1.090291876,0.367238176,0.299774005,0.233282751,0.220201095,mid,3.7128,17.68,18075.706,Brazil,3
    Paraguay,Tropical Latin America,Latin America and Caribbean,PRY,0.003479272,0.007368393,8.71E-04,0.003481404,2.56E-04,9.86E-04,low,0.0513,7.18,15406.16706,Paraguay,3
North Africa and Middle East,NA,North Africa and Middle East,NA,1.666835635,0.657340668,0.384464076,0.248823672,0.444878061,0.348348022,NA,NA,NA,NA,NA,1
  North Africa and Middle East,North Africa and Middle East,North Africa and Middle East,NA,1.666835635,0.657340668,0.384464076,0.248823672,0.444878061,0.348348022,NA,NA,NA,NA,NA,2
    Afghanistan,North Africa and Middle East,North Africa and Middle East,AFG,0.00334441,0.027988984,9.31E-04,0.007050976,2.53E-04,0.001659771,low,0.0167,0.46,2144.16657,Afghanistan,3
    Algeria,North Africa and Middle East,North Africa and Middle East,DZA,0.020548525,0.047137683,0.004939847,0.019725195,0.001449124,0.005472589,low,0.3237,7.46,14496.86547,Algeria,3
    Bahrain,North Africa and Middle East,North Africa and Middle East,BHR,0.002220588,0.003957617,5.81E-04,0.001843169,1.68E-04,4.88E-04,low,0.0625,41.36,54954.67579,Bahrain,3
    Egypt,North Africa and Middle East,North Africa and Middle East,EGY,0.047605391,0.103702736,0.00846165,0.039777166,0.00297804,0.011757466,low,0.3293,3.32,15579.01609,Egypt,3
    Iran,North Africa and Middle East,North Africa and Middle East,IRN,0.728684285,0.577951763,0.162525931,0.218634828,0.230617672,0.328713028,mid,3.5071,42.12,12731.75358,Iran,3
    Iraq,North Africa and Middle East,North Africa and Middle East,IRQ,0.020876811,0.052741291,0.004555877,0.018586627,0.001350613,0.005783694,low,1.00E-04,0.01,12731.75358,Iraq,3
    Jordan,North Africa and Middle East,North Africa and Middle East,JOR,0.003894152,0.010073591,9.88E-04,0.004775159,2.77E-04,0.001263792,low,0.0747,7.42,9182.496161,Jordan,3
    Kuwait,North Africa and Middle East,North Africa and Middle East,KWT,0.1066132,0.069204539,0.0255523,0.023519187,0.030208604,0.03376886,mid,0.2182,46.41,50651.95758,Kuwait,3
    Lebanon,North Africa and Middle East,North Africa and Middle East,LBN,0.069135941,0.054717083,0.015036696,0.021587797,0.021654375,0.029786243,mid,0.1049,17.29,11599.77551,Lebanon,3
    Libya,North Africa and Middle East,North Africa and Middle East,LBY,0.003203222,0.007710994,8.43E-04,0.004250371,2.55E-04,0.001252635,low,0.0615,9.34,12641.50977,Libya,3
    Morocco,North Africa and Middle East,North Africa and Middle East,MAR,0.012786312,0.035124237,0.004013115,0.021193062,0.001257795,0.005411804,low,0.0821,2.31,8623.265625,Morocco,3
    Oman,North Africa and Middle East,North Africa and Middle East,OMN,0.089669612,0.056380811,0.019365905,0.018816108,0.022857877,0.026827859,mid,0.1327,30.82,38719.45877,Oman,3
    Qatar,North Africa and Middle East,North Africa and Middle East,QAT,0.126846048,0.076764423,0.030357681,0.02559999,0.033498543,0.033985824,mid,0.2287,83.07,116832.5703,Qatar,3
    Saudi Arabia,North Africa and Middle East,North Africa and Middle East,SAU,0.045198345,0.081525823,0.007813648,0.024197906,0.002559976,0.007858174,low,1.2518,36.73,62690.49666,Saudi Arabia,3
    Sudan,North Africa and Middle East,North Africa and Middle East,SDN,0.005860452,0.028487162,0.001366764,0.00953289,4.22E-04,0.002430209,low,0.0463,1.07,3248.975586,Sudan,3
    Syrian Arab Republic,North Africa and Middle East,North Africa and Middle East,SYR,0.00368626,0.01300353,9.73E-04,0.005454601,3.56E-04,0.001687546,low,0.028,1.66,4592.838601,Syrian Arab Republic,3
    Tunisia,North Africa and Middle East,North Africa and Middle East,TUN,0.005286967,0.012426484,0.001434459,0.006322147,4.15E-04,0.001627566,low,0.0609,5.17,12444.3264,Tunisia,3
    Turkey,North Africa and Middle East,North Africa and Middle East,TUR,0.072643902,0.133189332,0.018455317,0.061802969,0.00599176,0.01903014,low,0.8299,10,31338.26652,Turkey,3
    United Arab Emirates,North Africa and Middle East,North Africa and Middle East,ARE,0.298731212,0.194271126,0.07626821,0.068248085,0.088308802,0.09337761,mid,0.6985,64.99,67401.12129,United Arab Emirates,3
    Yemen,North Africa and Middle East,North Africa and Middle East,YEM,0,0,0,0,0,0,high,0.0098,0.31,NA,Yemen,3
South Asia,NA,South Asia,NA,0.66140704,1.49734769,0.230316138,0.933490217,0.065873012,0.278413876,NA,NA,NA,NA,NA,1
  South Asia,South Asia,South Asia,NA,0.66140704,1.49734769,0.230316138,0.933490217,0.065873012,0.278413876,NA,NA,NA,NA,NA,2
    Bangladesh,South Asia,South Asia,BGD,0.062908818,0.179262895,0.020504699,0.102133771,0.006500122,0.02930589,low,0.0125,0.08,7441.06914,Bangladesh,3
    Bhutan,South Asia,South Asia,BTN,5.69E-04,0.001366343,1.73E-04,7.87E-04,5.59E-05,2.24E-04,low,0,0.06,13458.81267,Bhutan,3
    India,South Asia,South Asia,IND,0.51708912,1.463815576,0.17973046,0.912576009,0.051290627,0.274295161,low,0.0645,0.05,8050.018575,India,3
    Nepal,South Asia,South Asia,NPL,0.006817744,0.023768762,0.002189982,0.011905581,4.95E-04,0.002901522,low,0.0891,3.13,4546.2297,Nepal,3
    Pakistan,South Asia,South Asia,PAK,0.074022232,0.258054371,0.027717588,0.167437584,0.007531533,0.037538605,low,0.0489,0.24,5367.273647,Pakistan,3
"Southeast Asia, East Asia, and Oceania",NA,"Southeast Asia, East Asia, and Oceania",NA,27.13671121,6.199978825,10.45509962,2.247556469,8.004770647,3.745195584,NA,NA,NA,NA,NA,1
  East Asia,East Asia,"Southeast Asia, East Asia, and Oceania",NA,26.85343627,6.191424196,10.38525575,2.241067572,7.984672348,3.744896288,NA,NA,NA,NA,NA,2
    China,East Asia,"Southeast Asia, East Asia, and Oceania",CHN,24.06119282,6.151027154,8.673117877,2.184671469,7.331433529,3.716538192,high,61.5486,43.96,20843.29783,China,3
    North Korea,East Asia,"Southeast Asia, East Asia, and Oceania",PRK,0,0,0,0,0,0,high,0.0895,3.5,NA,North Korea,3
    Taiwan,East Asia,"Southeast Asia, East Asia, and Oceania",TWN,2.792243444,0.706115095,1.712137868,0.499594268,0.65323882,0.459991389,high,6.3776,269.82,64700,Taiwan,3
  Oceania,Oceania,"Southeast Asia, East Asia, and Oceania",NA,0.002042149,0.006794225,1.42E-04,4.50E-04,8.73E-05,1.56E-04,NA,NA,NA,NA,NA,2
    Fiji,Oceania,"Southeast Asia, East Asia, and Oceania",FJI,2.36E-04,7.98E-04,1.84E-05,8.06E-05,5.59E-06,2.22E-05,low,0.0069,7.7,10685.19703,Fiji,3
    Kiribati,Oceania,"Southeast Asia, East Asia, and Oceania",KIR,1.21E-05,8.56E-05,8.85E-07,5.67E-06,2.75E-07,1.66E-06,low,3.00E-04,2.61,3020.493999,Kiribati,3
    Marshall Islands,Oceania,"Southeast Asia, East Asia, and Oceania",MHL,9.79E-06,4.22E-05,7.21E-07,4.27E-06,2.02E-07,9.87E-07,low,3.00E-04,5.84,6705.875292,Marshall Islands,3
    Micronesia (Federated States of),Oceania,"Southeast Asia, East Asia, and Oceania",FSM,1.34E-05,7.80E-05,1.18E-06,6.36E-06,3.38E-07,1.96E-06,low,NA,NA,NA,Micronesia (Federated States of),3
    Nauru,Oceania,"Southeast Asia, East Asia, and Oceania",NRU,4.64E-05,4.20E-05,2.85E-06,3.82E-06,3.97E-06,5.87E-06,mid,2.00E-04,14.8,12196.64515,Nauru,3
    Palau,Oceania,"Southeast Asia, East Asia, and Oceania",PLW,9.63E-05,7.27E-05,1.07E-05,1.37E-05,1.38E-05,1.92E-05,mid,5.00E-04,25.39,15663.17159,Palau,3
    Papua New Guinea,Oceania,"Southeast Asia, East Asia, and Oceania",PNG,0.001181854,0.006711914,7.44E-05,4.40E-04,2.59E-05,1.42E-04,low,0.0358,4.17,3976.903801,Papua New Guinea,3
